업종명,허가(신고)일,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일,우편번호(도로명),우편번호(지번),소재지시작일,업태명
휴게음식점,2003-04-01,미니스톱역삼상록점,서울특별시 강남구 언주로98길 20 (역삼동 지상1층),서울특별시 강남구 역삼동 700번지 29호 지상1층 ,9.91,    -    -    ,2006-07-12,6147,135-513,2003-04-01,편의점
휴게음식점,2003-04-03,그랜드카페,서울특별시 강남구 테헤란로4길 28 (역삼동 범추빌딩지하1층),서울특별시 강남구 역삼동 826번지 28호 범추빌딩지하1층 ,23.14,    - 563-4205,2003-04-03,6241,135-935,2003-04-03,다방
휴게음식점,2003-04-09,미니스톱신사신구점,서울특별시 강남구 논현로176길 20 (신사동 지상1층),서울특별시 강남구 신사동 613번지 3호 지상1층 ,19.83, 011-9438-1974,2006-03-17,6022,135-894,2003-04-09,편의점
휴게음식점,2003-04-15,동호스낵,서울특별시 강남구 압구정로29길 68 (압구정동 지하1층),서울특별시 강남구 압구정동 455번지 0호 지하1층 ,16,    -3446-4743,2003-04-15,6004,135-903,2003-04-15,일반조리판매
휴게음식점,2003-04-15,쥬씨,서울특별시 강남구 테헤란로4길 25 (역삼동 지상1층),서울특별시 강남구 역삼동 827번지 1호 지상1층 ,23.14, 019- 246-2120,2016-07-07,6240,135-935,2003-04-15,패스트푸드
휴게음식점,2003-04-21,죠스샌드위치압구정점,서울특별시 강남구 논현로159길 11 (신사동 궁전빌딩지상1층102호),서울특별시 강남구 신사동 566번지 29호 궁전빌딩지상1층102호 ,29.75,    - 545-5455,2016-09-01,6032,135-891,2003-04-21,패스트푸드
휴게음식점,2003-04-22,스타벅스기술센터점,서울특별시 강남구 테헤란로 305 (역삼동 한국기술센터빌딩지상1층),서울특별시 강남구 역삼동 701번지 7호 한국기술센터빌딩지상1층 ,92.56,    -3015-1862,2008-01-09,6152,135-780,2003-04-22,다방
휴게음식점,2003-05-07,미니스톱논현한바위점,서울특별시 강남구 강남대로118길 30 (논현동),서울특별시 강남구 논현동 183번지 11호  ,9.91,    -    -    ,2011-12-26,6120,135-827,2003-05-07,편의점
휴게음식점,2003-05-09,스타벅스대치점,서울특별시 강남구 도곡로 511 (대치동 지상1층),서울특별시 강남구 대치동 988번지 17호 지상1층 ,148.76,    -3015-1863,2008-01-09,6191,135-849,2003-05-09,다방
휴게음식점,2003-05-13,커피빈코리아차병원점,서울특별시 강남구 논현로 566 (역삼동 강남차병원지상1층),서울특별시 강남구 역삼동 650번지 9호 강남차병원지상1층 ,72.72,    - 548-0552,2003-05-13,6135,135-913,2003-05-13,다방
휴게음식점,2003-05-14,카페루카역삼점,서울특별시 강남구 테헤란로 208  지상1층 (역삼동  안제타워),서울특별시 강남구 역삼동 718번지 2호 안제타워 지상1층 ,111.07,    - 508-2973,2011-12-05,6220,135-920,2003-05-14,다방
휴게음식점,2003-05-15,미진매점,서울특별시 강남구 강남대로 390 (역삼동 지하1층제1호),서울특별시 강남구 역삼동 825번지 0호 지하1층제1호 ,24.79,    -3469-1777,2006-01-10,6232,135-934,2003-05-15,편의점
휴게음식점,2003-05-16,오므토토마토대치점,서울특별시 강남구 도곡로 511 (대치동 지상2층),서울특별시 강남구 대치동 988번지 17호 지상2층 ,127.17,    - 554-8873,2006-08-25,6191,135-849,2003-05-16,패스트푸드
휴게음식점,2003-05-20,커피타임,서울특별시 강남구 도산대로 521 (청담동 지상1층),서울특별시 강남구 청담동 125번지 22호 지상1층 ,16.52,    - 518-7888,2003-05-20,6013,135-957,2003-05-20,다방
휴게음식점,2003-05-21,(주)에스프레소퍼블릭,서울특별시 강남구 강남대로102길 30 (역삼동 지상1 2층),서울특별시 강남구 역삼동 618번지 16호 지상1 2층 ,115.7,    - 566-6659,2013-07-03,6128,135-907,2003-05-21,일반조리판매
휴게음식점,2003-05-22,하라,서울특별시 강남구 테헤란로104길 21 (대치동 코레르빌딩1층),서울특별시 강남구 대치동 1000번지 12호 코레르빌딩1층 ,92.56, 016-9299-8004,2003-05-22,6174,135-502,2003-05-22,일반조리판매
휴게음식점,2003-05-22,카페아모제,서울특별시 강남구 도곡로 401 (대치동 롯데백화점강남점지하1층),서울특별시 강남구 대치동 937번지 0호 롯데백화점강남점지하1층 ,46.28,    - 531-2500,2013-06-17,6206,135-998,2003-05-22,일반조리판매
휴게음식점,2003-06-02,현대,서울특별시 강남구 압구정로 165 (압구정동 현대백화점지하1층),서울특별시 강남구 압구정동 429번지 0호 현대백화점지하1층 ,11.1, 017- 769-0768,2003-06-02,6001,135-900,2003-06-02,패스트푸드
휴게음식점,2003-06-20,파파존스피자압구정점,서울특별시 강남구 논현로 808  2층 (신사동),서울특별시 강남구 신사동 590번지 22호 2층 ,135.9,    - 544-0826,2006-11-17,6025,135-893,2015-03-31,패스트푸드
휴게음식점,2003-06-27,미니스톱포이영광점,서울특별시 강남구 논현로8길 7 (개포동 지상1층),서울특별시 강남구 개포동 1192번지 4호 지상1층 ,10,010 -6642-7850,2013-07-31,6313,135-962,2003-06-27,편의점
휴게음식점,2003-07-01,임포스타,서울특별시 강남구 도곡로 401 (대치동 지하1층),서울특별시 강남구 대치동 937번지 0호 지하1층 ,11.57,    - 531-2025,2005-03-31,6206,135-998,2003-07-01,다방
휴게음식점,2003-07-07,엔젤리너스,서울특별시 강남구 영동대로 511 (삼성동 세중께임월드엑스박스코엑스몰지하1층),서울특별시 강남구 삼성동 159번지 0호 세중께임월드엑스박스코엑스몰지하1층 ,165,    -6002-3838,2004-10-05,6164,135-090,2003-07-07,패스트푸드
휴게음식점,2003-07-15,조스샌드위치,서울특별시 강남구 압구정로30길 12 (신사동 서원빌딩지상1층102호),서울특별시 강남구 신사동 610번지 0호 서원빌딩지상1층102호 ,29.75,010 -7200-4329,2012-11-21,6022,135-894,2003-07-15,과자점
휴게음식점,2003-07-31,세븐일레븐대치공원점,서울특별시 강남구 삼성로63길 21 (대치동 지상1층),서울특별시 강남구 대치동 932번지 0호 지상1층 ,6.11,    - 568-9642,2014-04-25,6209,135-998,2003-07-31,편의점
휴게음식점,2003-08-16,수서역휴게음식점2, ,서울특별시 강남구 수서동 439번지 2호 수서역구내 ,16.1,    -2630-8835,2016-04-28, ,135-883,2009-04-24,패스트푸드
휴게음식점,2003-08-18,비어드파파,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점지하1층),서울특별시 강남구 삼성동 159번지 7호 현대백화점지하1층 ,13.22,    - 575-7030,2004-07-29,6164,135-090,2003-08-18,과자점
휴게음식점,2003-08-20,주영김밥,서울특별시 강남구 압구정로 165 (압구정동 현대백화점지하1층),서울특별시 강남구 압구정동 429번지 0호 현대백화점지하1층 ,9.91, 011-9880-1890,2003-08-20,6001,135-900,2003-08-20,백화점
휴게음식점,2003-08-28,버거킹 강남구청점,서울특별시 강남구 선릉로 639 (논현동 지상1층),서울특별시 강남구 논현동 267번지 2호 지상1층 ,195,    - 512-5750,2013-12-04,6100,135-833,2003-08-28,패스트푸드
휴게음식점,2003-09-02,미니스톱논현해림점,서울특별시 강남구 학동로20길 55 (논현동 지상1층),서울특별시 강남구 논현동 158번지 0호 지상1층 ,10, 010-7475-3109,2016-10-31,6115,135-824,2003-09-02,편의점
휴게음식점,2003-09-16,아선불한증막,서울특별시 강남구 논현로115길 13 (논현동 지상2층),서울특별시 강남구 논현동 190번지 5호 지상2층 ,49.58,    - 547-0201,2003-09-16,6122,135-826,2003-09-16,일반조리판매
휴게음식점,2003-10-07,서가앤쿡강남CGV점,서울특별시 강남구 봉은사로6길 39 (역삼동 지상1층),서울특별시 강남구 역삼동 618번지 18호 지상1층 ,132,    -    -    ,2013-05-03,6128,135-907,2003-10-07,일반조리판매
휴게음식점,2003-10-10,서가앤쿡강남CGV점,서울특별시 강남구 봉은사로6길 39 (역삼동 지하1층),서울특별시 강남구 역삼동 618번지 18호 지하1층 ,198.34,    -    -    ,2012-10-02,6128,135-907,2003-10-10,일반조리판매
휴게음식점,2003-10-14,커피빈코리아강남논현점,서울특별시 강남구 언주로 709 (논현동 송암빌딩1층),서울특별시 강남구 논현동 84번지 0호 송암빌딩1층 ,35.7,    -    -    ,2003-10-14,6053,135-734,2003-10-14,다방
휴게음식점,2003-10-16,명인만두강남구청점,서울특별시 강남구 선릉로 705 (논현동 지상1층),서울특별시 강남구 논현동 111번지 31호 지상1층 ,19.83,    - 549-3929,2014-08-04,6059,135-820,2003-10-16,패스트푸드
휴게음식점,2003-10-17,GS25강남동원점,서울특별시 강남구 테헤란로77길 7 (삼성동 동원빌딩1층),서울특별시 강남구 삼성동 143번지 28호 동원빌딩1층 ,29.75,    - 557-2535,2016-01-29,6159,135-877,2003-10-17,편의점
휴게음식점,2003-10-20,세븐일레븐압구정8호점,서울특별시 강남구 언주로167길 21 (신사동 지상1층),서울특별시 강남구 신사동 607번지 5호 지상1층 ,6.61,    -3442-2608,2014-04-28,6023,135-894,2003-10-20,편의점
휴게음식점,2003-10-22,씨유논현한미점,서울특별시 강남구 봉은사로 179 (논현동 지상1층),서울특별시 강남구 논현동 192번지 19호 지상1층 ,9.91,    - 516-6225,2008-11-27,6122,135-826,2003-10-22,편의점
휴게음식점,2003-10-29,라바짜역삼2호점,서울특별시 강남구 봉은사로26길 9 (역삼동 역삼테라스지상1층101호),서울특별시 강남구 역삼동 606번지 9호 역삼테라스지상1층101호 ,26.44,    - 552-3326,2003-10-29,6125,135-907,2003-10-29,다방
휴게음식점,2003-11-10,만찬,서울특별시 강남구 압구정로29길 69 (압구정동 10차상가지상1층110호),서울특별시 강남구 압구정동 437번지 0호 10차상가지상1층110호 ,19.83, 019- 829-1525,2003-11-10,6005,135-901,2003-11-10,일반조리판매
휴게음식점,2003-11-14,뉴푸드유통,서울특별시 강남구 언주로30길 57 (도곡동 타워팰리스2차지하1층),서울특별시 강남구 도곡동 467번지 17호 타워팰리스2차지하1층 ,4.9,    -2191-1201,2003-11-14,6293,135-856,2003-11-14,다방
휴게음식점,2003-11-17,뉴욕핫도그맘보커피,서울특별시 강남구 남부순환로 2921 (대치동 남서울종합시장지상1층75호),서울특별시 강남구 대치동 623번지 0호 남서울종합시장지상1층75호 ,32.39,    - 556-6810,2003-11-17,6280,135-838,2003-11-17,패스트푸드
휴게음식점,2003-11-18,(주)한국축지(김밥초밥),서울특별시 강남구 광평로 280 (수서동 지하1층),서울특별시 강남구 수서동 724번지 0호 지하1층 ,8.79,    - 451-6123,2017-03-30,6367,135-885,2003-11-18,일반조리판매
휴게음식점,2003-12-09,파파존스피자청담점,서울특별시 강남구 학동로88길 5 (삼성동 진흥(아)단지내상가104호),서울특별시 강남구 삼성동 53번지 2호 진흥(아)단지내상가104호 ,54.54,    - 546-0085,2006-11-17,6084,135-865,2003-12-09,패스트푸드
휴게음식점,2003-12-11,죠샌드위치,서울특별시 강남구 논현로87길 41 (역삼동 지상1층104-2호),서울특별시 강남구 역삼동 735번지 11호 지상1층104-2호 ,29.75,    - 511-7086,2011-07-08,6235,135-923,2003-12-11,다방
휴게음식점,2003-12-15,하늘과땅이만나는에끌레시아,서울특별시 강남구 테헤란로39길 62 (역삼동 지상2층202호),서울특별시 강남구 역삼동 662번지 4호 지상2층202호 ,92.56, 018- 224-3861,2003-12-15,6138,135-913,2003-12-15,과자점
휴게음식점,2003-12-19,로시망고본점,서울특별시 강남구 학동로97길 6 (청담동 지상2층),서울특별시 강남구 청담동 72번지 8호 지상2층 ,89.25,    - 512-3627,2005-01-12,6072,135-953,2003-12-19,다방
휴게음식점,2003-12-23,델키스,서울특별시 강남구 영동대로 511 (삼성동 지상5층),서울특별시 강남구 삼성동 159번지 0호 지상5층 ,15,    - 533-2480,2003-12-23,6164,135-090,2003-12-23,패스트푸드
휴게음식점,2003-11-04,드보브에갈레코리아,서울특별시 강남구 선릉로130길 57  2층 3호 (삼성동),서울특별시 강남구 삼성동 4번지 4호 2층 3호 ,6.75,    -3446-3726,2015-10-14,6089,135-863,2015-10-14,과자점
휴게음식점,2004-01-09,조이넷피시방,서울특별시 강남구 선릉로116길 8 (삼성동 조영빌딩지하1층),서울특별시 강남구 삼성동 35번지 20호 조영빌딩지하1층 ,4.9,    - 542-0776,2004-01-09,6097,135-867,2004-01-09,패스트푸드
휴게음식점,2004-01-14,빽다방 논현지점,서울특별시 강남구 봉은사로1길 35 (논현동 지상1층),서울특별시 강남구 논현동 165번지 15호 지상1층 ,11.57, 016- 705-0997,2015-10-27,6119,135-825,2004-01-14,패스트푸드
휴게음식점,2004-01-17,블루나일,서울특별시 강남구 영동대로 511 (삼성동 코엑스몰지하1층M3b),서울특별시 강남구 삼성동 159번지 0호 코엑스몰지하1층M3b ,109.9,    -6000-3733,2004-01-17,6164,135-090,2004-01-17,다방
휴게음식점,2004-01-19,파파존스피자도곡점,서울특별시 강남구 남부순환로 2747 (도곡동 지상1층),서울특별시 강남구 도곡동 174번지 40호 지상1층 ,69.42,    -2057-0089,2006-11-17,6274,135-504,2004-01-19,패스트푸드
휴게음식점,2004-01-28,턱스(위치스),서울특별시 강남구 영동대로 513  지하1층 M111호 (삼성동),서울특별시 강남구 삼성동 159번지 지하1층 M111 ,32.3, 011- 777-7155,2004-01-28,6164,135-090,2014-02-04,일반조리판매
휴게음식점,2004-01-28,미니스톱대치멤버스점,서울특별시 강남구 삼성로85길 42 (대치동 대우아이빌멤버스지상1층101호),서울특별시 강남구 대치동 891번지 26호 대우아이빌멤버스지상1층101호 ,6, 016- 319-5232,2004-01-28,6194,135-840,2004-01-28,편의점
휴게음식점,2004-02-05,GS25도곡점,서울특별시 강남구 남부순환로 2730 (도곡동 지상1층),서울특별시 강남구 도곡동 411번지 16호 지상1층 ,3,    - 578-9424,2014-01-02,6296,135-854,2004-02-05,편의점
휴게음식점,2004-02-12,네끼식사,서울특별시 강남구 학동로88길 5 (삼성동 진흥상가지하1층),서울특별시 강남구 삼성동 53번지 2호 진흥상가지하1층 ,16.52,    -3442-1803,2004-02-12,6084,135-865,2004-02-12,일반조리판매
휴게음식점,2004-02-13,도미노피자청담점,서울특별시 강남구 학동로 520 (삼성동 삼애빌딩지상1층),서울특별시 강남구 삼성동 57번지 1호 삼애빌딩지상1층 ,154.47,    - 518-3083,2015-12-30,6085,135-870,2004-02-13,패스트푸드
휴게음식점,2004-02-27,파파존스피자대치점,서울특별시 강남구 삼성로 417 (대치동 지상1층106 109 112호),서울특별시 강남구 대치동 902번지 0호 지상1층106 109 112호 ,72.64,    - 554-4488,2006-11-17,6195,135-841,2005-02-19,패스트푸드
휴게음식점,2004-03-09,본 우리반상,서울특별시 강남구 영동대로 513  지하1층 L107호 (삼성동  코엑스몰 ),서울특별시 강남구 삼성동 159번지 코엑스몰 지하1층 L107호,46.4,    -6002-3456,2004-03-09,6164,135-090,2014-02-05,일반조리판매
휴게음식점,2004-03-09,미니스톱대치시내점,서울특별시 강남구 도곡로77길 7 (대치동 지상1층),서울특별시 강남구 대치동 940번지 6호 지상1층 ,4.95,--,2017-02-28,6208,135-999,2004-03-09,편의점
휴게음식점,2004-03-11,테이크어반,서울특별시 강남구 선릉로 817 (신사동 지하1층지상1 2층),서울특별시 강남구 신사동 665번지 4호 지하1층지상1 2층 ,384.47,    - 512-7978,2010-02-23,6019,135-897,2004-03-11,다방
휴게음식점,2004-03-12,파파존스피자개포점,서울특별시 강남구 논현로 68 (개포동 지상1층),서울특별시 강남구 개포동 1229번지 12호 지상1층 ,95.86,    - 573-0097,2006-11-17,6307,135-964,2004-03-12,패스트푸드
휴게음식점,2004-03-20,토모토모,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점무역센터점지하1층),서울특별시 강남구 삼성동 159번지 7호 현대백화점무역센터점지하1층 ,6.61,    -    -    ,2011-09-15,6164,135-090,2004-03-20,일반조리판매
휴게음식점,2004-03-29,경주빵(주)삼오물산,서울특별시 강남구 테헤란로 517 (삼성동 지하1층),서울특별시 강남구 삼성동 159번지 7호 지하1층 ,6.61, 018- 269-6962,2004-03-29,6164,135-090,2004-03-29,백화점
휴게음식점,2004-03-30,사랑방,서울특별시 강남구 남부순환로 3032 (대치동 지상1층),서울특별시 강남구 대치동 511번지 0호 지상1층 ,88.02,    -3453-3616,2004-03-30, ,135-280,2004-03-30,일반조리판매
휴게음식점,2004-04-16,곤주곤주,서울특별시 강남구 강남대로 432 (역삼동 점프밀라노빌딩지하1층102 103호),서울특별시 강남구 역삼동 815번지 0호 점프밀라노빌딩지하1층102 103호 ,9.21,    -6440-5808,2004-04-16,6129,135-931,2004-04-16,일반조리판매
휴게음식점,2004-04-21,올리브,서울특별시 강남구 논현로102길 58 (역삼동 지하1층),서울특별시 강남구 역삼동 663번지 15호 지하1층 ,16.39,    - 555-4562,2007-03-13,6137,135-914,2004-04-21,일반조리판매
휴게음식점,2004-04-20,시나본,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점무역센터점지하1층),서울특별시 강남구 삼성동 159번지 7호 현대백화점무역센터점지하1층 ,16.52,    -    -    ,2004-04-20,6164,135-090,2004-04-20,과자점
휴게음식점,2004-05-12,타피올레,서울특별시 강남구 도곡로 401 (대치동 롯데백화점지하1층),서울특별시 강남구 대치동 937번지 0호 롯데백화점지하1층 ,9, 016- 467-6694,2004-05-12,6206,135-998,2004-05-12,패스트푸드
휴게음식점,2004-05-27,이마트역삼점회코너,서울특별시 강남구 역삼로 310 (역삼동 지하2층),서울특별시 강남구 역삼동 755번지 0호 지하2층 ,26.55,    -2006-9155,2014-04-03,6217,135-926,2004-05-27,일반조리판매
휴게음식점,2004-05-12,(주)올가홀푸드대치점,서울특별시 강남구 영동대로 231 (대치동 지상1층),서울특별시 강남구 대치동 994번지 1호 지상1층 ,60,    - 539-3636,2011-02-14,6283,135-501,2004-05-12,과자점
휴게음식점,2004-06-03,(주)삼오물산,서울특별시 강남구 압구정로 343 (압구정동 갤러리아백화점지하1층),서울특별시 강남구 압구정동 494번지 0호 갤러리아백화점지하1층 ,6.61,    -3449-4040,2004-06-03,6008,135-902,2004-06-03,일반조리판매
휴게음식점,2004-06-03,대륙,서울특별시 강남구 테헤란로 517 (삼성동 지하1층),서울특별시 강남구 삼성동 159번지 7호 지하1층 ,13.22, 011-9004-1709,2004-06-03,6164,135-090,2004-06-03,일반조리판매
휴게음식점,2004-06-09,세븐일레븐,서울특별시 강남구 논현로12길 19-9 (개포동 지상1층),서울특별시 강남구 개포동 1196번지 0호 지상1층 ,3.3,    - 571-4934,2006-11-02,6312,135-962,2004-06-09,편의점
휴게음식점,2004-06-12,애프터눈,서울특별시 강남구 논현로85길 29 (역삼동 일심빌딩101호),서울특별시 강남구 역삼동 739번지 8호 일심빌딩101호 ,39,    - 554-3297,2008-09-05,6237,135-924,2004-06-12,다방
휴게음식점,2004-06-16,레드망고,서울특별시 강남구 강남대로 430 (역삼동 지상4층),서울특별시 강남구 역삼동 815번지 2호 지상4층 ,183.57,    - 553-0034,2004-06-16,6129,135-931,2004-06-16,패스트푸드
휴게음식점,2004-06-25,세븐일레븐신사역,서울특별시 강남구 강남대로 600 (논현동 지상1층),서울특별시 강남구 논현동 17번지 0호 지상1층 ,3.3,    -3442-5563,2004-06-25,6038,135-811,2004-06-25,편의점
휴게음식점,2004-06-25,(주)케이앤에이프리첼,서울특별시 강남구 압구정로 343 (압구정동 지하1층),서울특별시 강남구 압구정동 494번지 0호 지하1층 ,23.14,    - 547-1312,2004-06-25,6008,135-906,2004-06-25,과자점
휴게음식점,2004-06-29,주부식당,서울특별시 강남구 봉은사로26길 22 (역삼동 지하1층),서울특별시 강남구 역삼동 609번지 10호 지하1층 ,31.4,    - 568-5265,2004-06-29,6126,135-907,2004-06-29,일반조리판매
휴게음식점,2004-07-12,엠즈씨드(주)폴바셋GFC,서울특별시 강남구 테헤란로 152 (역삼동 스타타워빌딩지하1층3-D호),서울특별시 강남구 역삼동 737번지 0호 스타타워빌딩지하1층3-D호 ,128.81,02  -2112-3887,2013-06-20,6236,135-924,2004-07-12,패스트푸드
휴게음식점,2004-07-13,미니스톱 논현아미가점,서울특별시 강남구 언주로130길 10 (논현동 지상1층),서울특별시 강남구 논현동 248번지 2호 지상1층 ,9.91,  02- 543-9954,2014-10-31,6098,135-832,2004-07-13,편의점
휴게음식점,2004-07-20,비어드파파코리아(주),서울특별시 강남구 압구정로 165 (압구정동 현대백화점압구정점지하1층E2호),서울특별시 강남구 압구정동 429번지 0호 현대백화점압구정점지하1층E2호 ,4.95,  02- 591-1114,2004-07-20,6001,135-900,2004-07-20,과자점
휴게음식점,2004-07-22,미니스톱테헤란로점,서울특별시 강남구 테헤란로 428 (대치동 지하1층B105호),서울특별시 강남구 대치동 891번지 6호 지하1층B105호 ,9.91, 019-9156-1325,2015-12-29,6194,135-840,2004-07-22,편의점
휴게음식점,2004-07-26,미니스톱골드로즈점,서울특별시 강남구 선릉로86길 31 (대치동 롯데골드로즈2 지상1층101호),서울특별시 강남구 대치동 890번지 59호 롯데골드로즈2 지상1층101호 ,6.61, 017- 360-5026,2004-07-26,6193,135-839,2004-07-26,편의점
휴게음식점,2004-07-30,카페코너,서울특별시 강남구 선릉로 725 (논현동 지상1층),서울특별시 강남구 논현동 102번지 26호 지상1층 ,26.44,  02- 542-7467,2017-01-12,6056,135-820,2004-07-30,일반조리판매
휴게음식점,2004-08-02,올리,서울특별시 강남구 봉은사로 410  1층 (삼성동),서울특별시 강남구 삼성동 112번지 5호  ,16.5,    -6202-2015,2017-02-02,6153,135-874,2004-08-02,관광호텔
휴게음식점,2004-08-09,(주)티톡스,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점무역센타점지하1층),서울특별시 강남구 삼성동 159번지 7호 현대백화점무역센타점지하1층 ,83.8,    -3446-9626,2007-01-02,6164,135-090,2004-08-09,일반조리판매
휴게음식점,2004-08-11,스무디킹강남역점,서울특별시 강남구 강남대로 420 (역삼동 지하1층 지상1층),서울특별시 강남구 역삼동 816번지 1호 지하1층 지상1층 ,253.71,  02-2113-2226,2016-01-05,6129,135-931,2004-08-11,다방
휴게음식점,2004-08-12,내가왕이라면,서울특별시 강남구 역삼로 171 (역삼동 브라운스톤지하1층101호),서울특별시 강남구 역삼동 747번지 5호 브라운스톤지하1층101호 ,18,  02- 564-7077,2006-08-09,6247,135-925,2004-08-12,일반조리판매
휴게음식점,2004-08-16,해천죽,서울특별시 강남구 압구정로 165 (압구정동 지하1층),서울특별시 강남구 압구정동 429번지 0호 지하1층 ,11.9, 011- 789-9286,2007-03-20,6001,135-900,2004-08-16,일반조리판매
휴게음식점,2004-08-18,미니스톱메트로칸점,서울특별시 강남구 테헤란로88길 10 (대치동 지상1층108호),서울특별시 강남구 대치동 943번지 24호 지상1층108호 ,6.61,  02- 569-9982,2015-11-19,6179,135-845,2004-08-18,편의점
휴게음식점,2004-08-23,스타벅스학동역점,서울특별시 강남구 논현로 704 (논현동 지상1층),서울특별시 강남구 논현동 87번지 0호 지상1층 ,142.14,  02-3015-1901,2008-01-09,6052,135-818,2004-08-23,다방
휴게음식점,2004-08-25,이즈미,서울특별시 강남구 압구정로 165 (압구정동 현대백화점지하1층),서울특별시 강남구 압구정동 429번지 0호 현대백화점지하1층 ,11.9,  02- 511-5170,2004-08-25,6001,135-900,2004-08-25,일반조리판매
휴게음식점,2004-08-26,샹하이델리,서울특별시 강남구 압구정로 165 (압구정동 현대백화점지하1층),서울특별시 강남구 압구정동 429번지 0호 현대백화점지하1층 ,24.46,    -6230-5200,2007-12-28,6001,135-900,2004-08-26,백화점
휴게음식점,2004-08-26,삼오에프엠씨,서울특별시 강남구 논현로 28 (개포동 지상1층),서울특별시 강남구 개포동 1192번지 7호 지상1층 ,94.74,  02-3463-8135,2004-08-26,6313,135-962,2004-08-26,다방
휴게음식점,2004-08-27,선우식품(주),서울특별시 강남구 압구정로 165 (압구정동 현대백화점지하1층),서울특별시 강남구 압구정동 429번지 0호 현대백화점지하1층 ,9.91,  02-3449-5524,2004-08-27,6001,135-900,2004-08-27,패스트푸드
휴게음식점,2004-09-02,현대치킨,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점지하1층),서울특별시 강남구 삼성동 159번지 7호 현대백화점지하1층 ,18.18,  02-3467-8404,2004-09-02,6164,135-090,2004-09-02,일반조리판매
휴게음식점,2004-09-03,롯데스넥바,서울특별시 강남구 선릉로86길 31 (대치동 롯데골드로즈2 지하1층),서울특별시 강남구 대치동 890번지 59호 롯데골드로즈2 지하1층 ,23.14,    - 508-0606,2004-09-03,6193,135-839,2004-09-03,패스트푸드
휴게음식점,2004-09-13,웰,서울특별시 강남구 도산대로89길 9 (청담동 지상1층),서울특별시 강남구 청담동 124번지 15호 지상1층 ,16.52,  02- 516-5056,2004-09-13,6012,135-957,2004-09-13,패스트푸드
휴게음식점,2004-09-15,리틀뉴욕샌드위치,서울특별시 강남구 학동로6길 3 (논현동 203호),서울특별시 강남구 논현동 123번지 1호 203호 ,19.83,    -3444-6277,2004-09-15,6111,135-822,2004-09-15,패스트푸드
휴게음식점,2004-09-23,루벤스,서울특별시 강남구 삼성로 301 (대치동 지상1층103호),서울특별시 강남구 대치동 941번지 18호 지상1층103호 ,66.11,    - 568-9600,2004-11-10,6209,135-999,2004-09-23,다방
휴게음식점,2004-10-04,일신매점,서울특별시 강남구 강남대로 574 (논현동 전기공사공제조합지하2층),서울특별시 강남구 논현동 19번지 7호 전기공사공제조합지하2층 ,16.52,  02- 518-4870,2004-10-04,6043,135-813,2004-10-04,편의점
휴게음식점,2004-10-08,도무스아우레아,서울특별시 강남구 강남대로 406 (역삼동 지상1층),서울특별시 강남구 역삼동 820번지 9호 지상1층 ,36.72,  02- 540-7773,2004-10-08,6134,135-932,2004-10-08,패스트푸드
휴게음식점,2004-10-13,유미튀김,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점지하1층),서울특별시 강남구 삼성동 159번지 7호 현대백화점지하1층 ,13.22, 016- 277-3910,2004-10-13,6164,135-090,2004-10-13,백화점
휴게음식점,2004-10-13,롯데식당,서울특별시 강남구 선릉로86길 31 (대치동 롯데골드로즈2지하1층),서울특별시 강남구 대치동 890번지 59호 롯데골드로즈2지하1층 ,120.67,  02- 508-0606,2016-06-21,6193,135-839,2004-10-13,일반조리판매
휴게음식점,2004-10-25,장군김밥,서울특별시 강남구 압구정로18길 25 (신사동 지상1층),서울특별시 강남구 신사동 568번지 11호 지상1층 ,9.91,  02- 516-4548,2004-10-25,6031,135-891,2004-10-25,일반조리판매
휴게음식점,2004-10-30,커피빈코리아코엑스메가박스점,서울특별시 강남구 영동대로 511 (삼성동 코엑스몰메가박스씨네플렉스지하2층),서울특별시 강남구 삼성동 159번지 0호 코엑스몰메가박스씨네플렉스지하2층 ,252,  02- 548-0552,2004-10-30,6164,135-090,2004-10-30,다방
휴게음식점,2004-11-01,GS25 강남나누리점,서울특별시 강남구 언주로147길 10  1층 (논현동),서울특별시 강남구 논현동 63번지 19호  ,1.65,  02- 541-7654,2004-11-01,6048,135-816,2016-04-05,편의점
휴게음식점,2004-11-01,GS25 역삼성우점,서울특별시 강남구 역삼로4길 16 (역삼동 성우스타우스지상1층109호),서울특별시 강남구 역삼동 832번지 33호 성우스타우스지상1층109호 ,9.91, 011- 759-6047,2004-11-01,6252,135-936,2004-11-01,편의점
휴게음식점,2004-11-03,베스킨라빈스,서울특별시 강남구 영동대로 511 (삼성동 코엑스몰지하1층F15A),서울특별시 강남구 삼성동 159번지 0호 코엑스몰지하1층F15A ,11.9, 019- 345-0476,2004-11-03,6164,135-090,2004-11-03,과자점
휴게음식점,2004-11-08,커피빈코리아언주로점,서울특별시 강남구 언주로 819 (신사동 지상1층),서울특별시 강남구 신사동 627번지 17호 지상1층 ,270.6,    -    -    ,2004-11-08,6024,135-895,2004-11-08,다방
