업종명,허가(신고)일,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일,우편번호(도로명),우편번호(지번),소재지시작일,업태명
일반음식점,1983-04-11,송강민물장어,서울특별시 강남구 봉은사로 535 (삼성동),서울특별시 강남구 삼성동 77번지 23호  ,76.44,  02- 545-9432,1987-11-18,6087,135-871,1983-04-11,한식
일반음식점,1983-12-27,트리아관광호텔,서울특별시 강남구 테헤란로33길 16 (역삼동),서울특별시 강남구 역삼동 677번지 11호  ,41.34,  02- 567-9047,2007-08-23,6142,135-915,1983-12-27,경양식
일반음식점,1983-04-19,닐리스커피,서울특별시 강남구 논현로175길 15  1 2층 (신사동),서울특별시 강남구 신사동 578번지 3호  ,187.28,  02- 544-1217,2005-08-24,6030,135-892,2015-01-12,한식
일반음식점,1983-12-09,튜나킹,서울특별시 강남구 영동대로138길 6 (청담동),서울특별시 강남구 청담동 132번지 4호  ,30.09,  02- 544-2409,2009-04-20,6075,135-957,1983-12-09,경양식
일반음식점,1983-08-19,화평칼국수,서울특별시 강남구 삼성로 654  지상1층 108  109  110호 (삼성동),서울특별시 강남구 삼성동 52번지  ,215.45,02  -518 -3232,2014-09-29,6084,135-869,2017-01-20,한식
일반음식점,1983-09-16,대려도,서울특별시 강남구 역삼로 118  지상2층 (역삼동),서울특별시 강남구 역삼동 833번지  ,448.79,  02- 555-0550,2003-10-28,6251,135-933,2016-09-28,중국식
일반음식점,1983-08-11,포마토김밥,서울특별시 강남구 선릉로86길 6 (대치동),서울특별시 강남구 대치동 897번지 6호  ,65.56,  02-0562-4077,1985-12-11,6198,135-840,1983-08-11,한식
일반음식점,1983-04-19,사리원, ,서울특별시 강남구 대치동 235번지 2호  ,106.52,  02-0557-0485,1983-04-19, ,135-835,1983-04-19,한식
일반음식점,1983-07-09,창해쭈꾸미,서울특별시 강남구 압구정로 214 (신사동),서울특별시 강남구 신사동 615번지 0호  ,36,  02-0548-9082,2016-01-05,6023,135-894,1994-05-20,한식
일반음식점,1983-01-13,신사동 오징어바다,서울특별시 강남구 강남대로152길 14 (신사동),서울특별시 강남구 신사동 513번지 2호  ,109,  02-0541-3814,2016-02-04,6035,135-887,1983-01-13,한식
일반음식점,1983-06-24,전주콩나물국밥,서울특별시 강남구 논현로151길 26 (신사동),서울특별시 강남구 신사동 559번지 16호  ,22.11,  02-0540-9854,2002-08-17,6037,135-890,1983-06-24,한식
일반음식점,1983-07-05,DOLLY DOLLY (돌리돌리),서울특별시 강남구 봉은사로2길 29  지상1층 (역삼동),서울특별시 강남구 역삼동 813번지 지상1층 ,61.96,  02- 545-5192,2016-08-29,6123,135-931,2016-02-05,한식
일반음식점,1983-12-20,무한장어,서울특별시 강남구 선릉로99길 5 (역삼동 지상1층),서울특별시 강남구 역삼동 696번지 27호 지상1층 ,87.17,  02- 556-1219,2009-11-06,6149,135-917,2004-03-15,한식
일반음식점,1991-02-08,한식가온,서울특별시 강남구 언주로113길 22  지상1층 101호 (논현동),서울특별시 강남구 논현동 230번지 15호 지상1층 101호 ,75.9,  02- 532-0790,2009-06-24,6108,135-830,2015-11-05,한식
일반음식점,1984-04-07,금강족발전문점,서울특별시 강남구 삼성로 212  지층 56-3호 (대치동  은마상가 A블럭),서울특별시 강남구 대치동 316번지 은마상가 A블럭 지층 56-3 ,35.55,010 -4116-5172,1997-11-15,6284,135-969,2014-04-22,한식
일반음식점,1984-02-20,미도분식, ,서울특별시 강남구 대치동 45번지 0호 한보종합   45호,7.43,  02-0462-9272,1984-12-15, ,135-834,1984-02-20,분식
일반음식점,1984-03-16,장터국수, ,서울특별시 강남구 대치동 11번지 12호  ,29.64,  02-0462-4727,1984-03-15, ,135-834,1984-03-15,분식
일반음식점,1984-02-16,베이,서울특별시 강남구 언주로 405 (역삼동),서울특별시 강남구 역삼동 730번지 5호  ,31.02,  02- 556-4685,2013-08-22,6225,135-921,1984-02-16,한식
일반음식점,1984-11-01,홍반장신의주찹쌀순대,서울특별시 강남구 도산대로25길 11 (신사동),서울특별시 강남구 신사동 562번지 10호  ,31.68,0108-9804-735,2012-12-27,6037,135-890,1984-11-01,한식
일반음식점,1984-12-30,알집 고메,서울특별시 강남구 논현로150길 22  2층 (논현동),서울특별시 강남구 논현동 65번지 5호  ,88.71,  02-0546-3486,2016-09-09,6049,135-816,2016-07-20,경양식
일반음식점,1984-12-27,태임,서울특별시 강남구 압구정로 210 (신사동),서울특별시 강남구 신사동 614번지 3호  ,49.6,  02-0545-1641,1991-06-13,6022,135-894,1994-05-20,경양식
일반음식점,1984-06-13,카스앤락,서울특별시 강남구 논현로175길 19 (신사동),서울특별시 강남구 신사동 578번지 0호  ,73.4,  02- 541-4613,1984-06-15,6030,135-892,1984-06-13,경양식
일반음식점,1984-03-08,일품향,서울특별시 강남구 선릉로64길 5 (대치동),서울특별시 강남구 대치동 922번지 23호  ,89.72,  02-0557-9275,2016-08-16,6205,135-843,1994-09-01,중국식
일반음식점,1984-06-19,남경반점,서울특별시 강남구 영동대로 221 (대치동 지상1층),서울특별시 강남구 대치동 994번지 8호 지상1층 ,49.5,  02-0567-1196,1994-09-29,6283,135-501,2007-01-26,중국식
일반음식점,1984-11-12,시골밥상신사점,서울특별시 강남구 논현로175길 68 (신사동 에덴상가지상1층10 11호),서울특별시 강남구 신사동 549번지 9호 에덴상가지상1층10 11호 ,78.72,  02-0547-0824,2015-01-23,6029,135-890,2003-12-15,한식
일반음식점,1984-05-31,서해쭈꾸미,서울특별시 강남구 봉은사로114길 42 (삼성동),서울특별시 강남구 삼성동 166번지 6호  ,58.5,  02- 552-8334,2009-10-23,6172,135-881,1984-05-31,한식
일반음식점,1984-07-19,원조식당,서울특별시 강남구 개포로82길 7 (개포동),서울특별시 강남구 개포동 186번지 12호  ,40.5,  02-0573-0960,1998-09-16,6329,135-994,1984-07-19,한식
일반음식점,1984-09-19,주식회사곰바우,서울특별시 강남구 영동대로115길 10 (삼성동),서울특별시 강남구 삼성동 76번지 10호  ,90.09,  02- 549-7513,2012-08-14,6087,135-871,1984-09-19,한식
일반음식점,1984-06-15,상아,서울특별시 강남구 학동로82길 15 (삼성동 지상1층),서울특별시 강남구 삼성동 54번지 9호 지상1층 ,81.4,  02-0546-3354,1994-01-05,6084,135-865,2005-10-13,한식
일반음식점,1984-06-23,삼우정,서울특별시 강남구 논현로105길 31 (역삼동),서울특별시 강남구 역삼동 611번지 2호  ,127.62,  02- 556-5696,2012-03-21,6127,135-907,1984-06-23,한식
일반음식점,1984-10-22,황금정,서울특별시 강남구 언주로 537 (역삼동 .14),서울특별시 강남구 역삼동 662번지 11호 .14 ,35.52,  02-0569-7814,2002-03-05,6138,135-913,1984-10-22,한식
일반음식점,1984-05-04,춘향골남원추어탕,서울특별시 강남구 영동대로137길 3 (청담동),서울특별시 강남구 청담동 71번지 20호  ,96.39,010 -6384-7805,2013-05-13,6072,135-953,1994-06-24,한식
일반음식점,1984-07-09,한우리외식산업(주),서울특별시 강남구 도산대로 304 (논현동),서울특별시 강남구 논현동 91번지 18호  ,1729.1,  02- 545-3336,2007-04-17,6054,135-819,1984-07-09,한식
일반음식점,1984-10-30,김작가의 이중생활 신사가로수길점,서울특별시 강남구 강남대로152길 21 (신사동),서울특별시 강남구 신사동 512번지 12호  ,97.2,  02- 544-4115,2016-05-31,6035,135-887,1984-10-30,한식
일반음식점,1984-05-04,김군네 통닭집,서울특별시 강남구 강남대로162길 21 (신사동 지상1층),서울특별시 강남구 신사동 522번지 6호 지상1층 ,46.2,  02-0543-4504,2012-09-24,6028,135-888,2011-09-28,한식
일반음식점,1984-03-16,한강수,서울특별시 강남구 언주로129길 8 (논현동 지상1층),서울특별시 강남구 논현동 210번지 2호 지상1층 ,180,  02- 548-8404,2003-07-18,6104,135-996,1999-01-02,한식
일반음식점,1984-11-16,길손,서울특별시 강남구 논현로175길 40 (신사동),서울특별시 강남구 신사동 574번지 8호  ,18.27,  02-0546-1247,1989-10-26,6030,135-891,1984-11-16,한식
일반음식점,1984-06-25,유성식당,서울특별시 강남구 언주로 323 (역삼동),서울특별시 강남구 역삼동 773번지 8호  ,37.73,  02- 555-4174,2003-03-07,6226,135-928,1995-08-02,한식
일반음식점,1984-11-28,(주)삼다연,서울특별시 강남구 논현로149길 6 (논현동),서울특별시 강남구 논현동 7번지 20호  ,184.28,02  -542 -7445,2013-12-24,6040,135-812,1984-11-28,한식
일반음식점,1984-05-07,삼도,서울특별시 강남구 언주로 301 (역삼동),서울특별시 강남구 역삼동 785번지 13호  ,115.66,  02- 557-3862,1998-07-07,6230,135-515,1984-05-07,일식
일반음식점,1984-12-05,아라도,서울특별시 강남구 논현로175길 25 (신사동),서울특별시 강남구 신사동 577번지 0호  ,26.13,  02- 546-2618,2000-07-19,6030,135-891,1984-12-05,일식
일반음식점,1985-12-03,필,서울특별시 강남구 삼성로57길 22 (대치동),서울특별시 강남구 대치동 1021번지 14호  ,60.84,  02- 567-1064,2015-01-20,6279,135-500,1985-12-03,한식
일반음식점,1985-03-18,부산오뎅,서울특별시 강남구 삼성로 654 (삼성동),서울특별시 강남구 삼성동 52번지  ,31.08,  02- 543-1882,2006-10-30,6084,135-869,1985-03-18,호프/통닭
일반음식점,1985-04-19,옛날순대국,서울특별시 강남구 도산대로 514 (청담동 2동지상1층1다호),서울특별시 강남구 청담동 49번지 8호 2동지상1층1다호 ,21.49,  02-0574-9097,2015-03-18,6070,135-952,2006-03-15,한식
일반음식점,1985-05-16,한성국수,서울특별시 강남구 언주로 735 (논현동),서울특별시 강남구 논현동 62번지 13호  ,119.54,  02-0544-0540,2012-12-28,6048,135-816,1985-05-16,분식
일반음식점,1985-08-12,캘리포니아뜰,서울특별시 강남구 압구정로 201  1층 19호 (압구정동),서울특별시 강남구 압구정동 456번지  ,52.2,  02-0548-5432,2015-04-09,6004,135-510,1985-08-12,분식
일반음식점,1985-07-11,태공바베큐,서울특별시 강남구 압구정로2길 59 (신사동),서울특별시 강남구 신사동 515번지 0호  ,41.5,  02-0544-1694,1985-07-11,6035,135-888,1985-07-11,분식
일반음식점,1985-08-28,(주)삼정관광호텔일식당,서울특별시 강남구 봉은사로 150 (역삼동),서울특별시 강남구 역삼동 604번지 11호  ,226.24,  02-0557-1221,2005-07-19,6125,135-907,1985-08-28,일식
일반음식점,1985-10-29,청국장전문점,서울특별시 강남구 언주로148길 14 (논현동),서울특별시 강남구 논현동 98번지 12호  ,30.68,  02- 542-5985,1989-05-24,6057,135-819,1985-10-29,한식
일반음식점,1985-12-14,이즈미,서울특별시 강남구 압구정로 165 (압구정동 현대백화점 05-7),서울특별시 강남구 압구정동 429번지 0호 현대백화점 05-7 ,431.85,  02-3416-5811,2007-07-05,6001,135-900,1985-12-14,한식
일반음식점,1985-11-20,김덕후의 곱창조 논현점,서울특별시 강남구 봉은사로1길 32  지상1층 (논현동),서울특별시 강남구 논현동 182번지 28호 지상1층 ,111.78,  02- 548-5413,2015-09-21,6119,135-827,2015-09-21,통닭(치킨)
일반음식점,1985-10-12,마포숯불갈비,서울특별시 강남구 선릉로 614 (삼성동),서울특별시 강남구 삼성동 35번지 6호  ,75.62,  02- 545-2702,2015-11-18,6097,135-867,1985-10-12,일식
일반음식점,1985-05-07,비어플러스,서울특별시 강남구 논현로 512  지하1층 (역삼동  광창빌딩),서울특별시 강남구 역삼동 668번지 17호 광창빌딩 지하1층 ,169.5,  02-0000-0000,2016-01-20,6140,135-914,1985-05-07,호프/통닭
일반음식점,1985-04-30,방추,서울특별시 강남구 논현로175길 25 (신사동),서울특별시 강남구 신사동 577번지 0호  ,23.04,  02-0544-2209,1994-10-11,6030,135-891,1985-04-30,경양식
일반음식점,1985-11-07,요리왕,서울특별시 강남구 테헤란로114길 30 (대치동),서울특별시 강남구 대치동 999번지 8호  ,66.46,02  -567 -4742,2015-04-01,6175,135-502,1985-11-07,중국식
일반음식점,1985-05-16,북경,서울특별시 강남구 선릉로 664 (삼성동),서울특별시 강남구 삼성동 8번지 1호  ,35.12,  02- 544-8041,2016-10-06,6088,135-864,1985-05-16,한식
일반음식점,1985-09-27,취홍,서울특별시 강남구 봉은사로 120 (역삼동),서울특별시 강남구 역삼동 602번지 0호  ,426.2,  02-0451-8133,2015-11-05,6124,135-907,1985-09-27,중국식
일반음식점,1985-04-09,자금성,서울특별시 강남구 봉은사로43길 8 (논현동),서울특별시 강남구 논현동 277번지 0호  ,62.95,  02- 515-6686,2003-05-13,6103,135-833,1985-04-09,중국식
일반음식점,1985-05-31,동해에프앤비,서울특별시 강남구 개포로82길 13-17  지상2층 2호 (개포동),서울특별시 강남구 개포동 186번지 7호  ,77.58,  02- 577-4646,2017-02-27,6329,135-994,2017-02-27,한식
일반음식점,1985-03-18,청솔관,서울특별시 강남구 도곡로 242 (도곡동 삼호상가지하10호),서울특별시 강남구 도곡동 540번지 삼호상가지하10호 ,96,  02-3462-2240,2000-08-17,6273,135-857,1985-03-18,한식
일반음식점,1985-08-27,해남세발낙지,서울특별시 강남구 삼성로57길 22 (대치동 (도곡532-14->87.12.31서울시조례2251호의거동명칭및지번변경)),서울특별시 강남구 대치동 1021번지 14호 (도곡532-14->87.12.31서울시조례2251호의거동명칭및지번변경) ,102.88,  02- 554-9292,2004-08-27,6279,135-500,1985-08-27,한식
일반음식점,1985-11-07,천하일미낙지한마리수제비,서울특별시 강남구 테헤란로114길 30 (대치동),서울특별시 강남구 대치동 999번지 8호  ,76.14,  02-0566-4212,2004-02-02,6175,135-502,1985-11-07,한식
일반음식점,1985-02-05,미락전복,서울특별시 강남구 삼성로58길 9 (대치동),서울특별시 강남구 대치동 989번지 5호  ,250.32,  02-0556-0246,2010-11-25,6282,135-501,1985-02-05,한식
일반음식점,1985-12-24,나의가야,서울특별시 강남구 압구정로 165 (압구정동 현대백화점 5층),서울특별시 강남구 압구정동 429번지 현대백화점 5층 ,202.92,  02- 547-1224,2016-07-19,6001,135-900,1995-11-29,한식
일반음식점,1985-08-28,(주)삼정관광호텔한식당,서울특별시 강남구 봉은사로 150 (역삼동),서울특별시 강남구 역삼동 604번지 11호  ,215.32,  02-0557-1221,2005-07-19,6125,135-907,1994-04-22,한식
일반음식점,1985-12-16,춘천불닭갈비,서울특별시 강남구 논현로 333 (역삼동),서울특별시 강남구 역삼동 797번지 3호  ,32.7,  02-0000-0000,2010-09-30,6248,135-930,1985-12-06,한식
