업종명,허가(신고)일,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일,우편번호(도로명),우편번호(지번),소재지시작일,업태명
제과점영업,2006-02-15,베떼엠갈레트,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점지하1층),서울특별시 강남구 삼성동 159번지 7호 현대백화점지하1층 ,8.26,  02-3467-6041,2006-02-15,6164,135-090,2006-02-15,제과점영업
제과점영업,2006-02-17,더벨로 개포점,서울특별시 강남구 선릉로 30 (개포동 지상1층102호),서울특별시 강남구 개포동 167번지 4호 지상1층102호 ,27.75,  02- 576-0045,2006-02-17,6325,135-802,2006-02-17,제과점영업
제과점영업,2006-04-06,뚜레쥬르일원2동점,서울특별시 강남구 개포로 615 (개포동 석탑프라자지상1층104호),서울특별시 강남구 개포동 12번지 4호 석탑프라자지상1층104호 ,23.09, 016- 234-0891,2006-04-06,6335,135-939,2006-04-06,제과점영업
제과점영업,2006-04-10,비알코리아(주)던킨도너츠선릉역점,서울특별시 강남구 테헤란로 422 (대치동 KTF대치빌딩지상1층),서울특별시 강남구 대치동 890번지 20호 KTF대치빌딩지상1층 ,212.4,  02-2187-3013,2006-04-10,6193,135-839,2006-04-10,제과점영업
제과점영업,2006-05-16,크리스피크림대치점,서울특별시 강남구 도곡로 460 (대치동 동선빌딩 지상1층),서울특별시 강남구 대치동 1021번지 8호 동선빌딩 지상1층 ,335.3,  02-2051-9530,2013-02-26,6279,135-500,2006-05-16,제과점영업
제과점영업,2006-05-24,뚜레쥬르도곡렉슬점,서울특별시 강남구 선릉로 225 (도곡동 도곡렉슬상가지하1층130호),서울특별시 강남구 도곡동 527번지 3호 도곡렉슬상가지하1층130호 ,52.6,  02-3463-9505,2010-10-18,6276,135-270,2006-05-24,제과점영업
제과점영업,2006-08-24,코코호도 대치점,서울특별시 강남구 삼성로 212 (대치동 은마상가지상1층 A동118호),서울특별시 강남구 대치동 316번지 0호 은마상가지상1층 A동118호 ,44.24,    -    -    ,2006-08-24,6284,135-969,2006-08-24,제과점영업
제과점영업,2006-10-12,파리바케트,서울특별시 강남구 영동대로 510 (삼성동 삼성빌딩지상1층105호),서울특별시 강남구 삼성동 168번지 0호 삼성빌딩지상1층105호 ,56.19,    -    -    ,2006-10-12,6173,135-882,2006-10-12,제과점영업
제과점영업,2006-11-15,파리바게뜨,서울특별시 강남구 선릉로 422 (대치동 지상1층2호),서울특별시 강남구 대치동 897번지 2호 지상1층2호 ,52.8,    -    -    ,2009-10-13,6198,135-840,2006-11-15,제과점영업
제과점영업,2007-01-23,파리바게트 일원주공점,서울특별시 강남구 양재대로55길 13 (일원동 조이빌딩 1층),서울특별시 강남구 일원동 644번지 2호 조이빌딩 1층 ,116,    -    -    ,2015-11-04,6342,135-945,2007-01-23,제과점영업
제과점영업,2007-02-16,파리바게트 삼성풍림점,서울특별시 강남구 봉은사로103길 8 (삼성동 1층),서울특별시 강남구 삼성동 108번지 1층 ,70.63,  02-3443-8204,2017-02-17,6083,135-873,2007-02-16,제과점영업
제과점영업,2007-03-14,파리바게트,서울특별시 강남구 테헤란로33길 20 (역삼동 1층),서울특별시 강남구 역삼동 672번지 27호 1층 ,82.58,  02- 554-8203,2011-07-19,6139,135-915,2007-03-14,제과점영업
제과점영업,2007-03-20,파리바게뜨 수서점,서울특별시 강남구 광평로51길 8 (수서동 로얄프라자1층103호),서울특별시 강남구 수서동 714번지 0호 로얄프라자1층103호 ,38.11,    -    -    ,2015-03-30,6349,135-884,2007-03-20,제과점영업
제과점영업,2007-04-04,파리바게뜨 도곡점,서울특별시 강남구 도곡로 181 (역삼동 지상1층),서울특별시 강남구 역삼동 799번지 19호 지상1층 ,66,    -    -    ,2016-12-12,6256,135-930,2007-04-04,제과점영업
제과점영업,2007-04-05,레트로오븐,서울특별시 강남구 봉은사로55길 25  지상1층 101호 (삼성동),서울특별시 강남구 삼성동 35번지 22호  ,98,02  -544 -9045,2008-12-01,6097,135-867,2015-01-26,제과점영업
제과점영업,2007-05-09,코코호도한티역점,서울특별시 강남구 도곡로 405  지상1층 109호 (대치동  삼환아르누보2차),서울특별시 강남구 대치동 938번지  ,33.93,    -    -    ,2014-08-26,6207,135-998,2007-05-09,제과점영업
제과점영업,2007-05-16,(주)파리크라상,서울특별시 강남구 선릉로 517 (역삼동 지상1층),서울특별시 강남구 역삼동 696번지 43호 지상1층 ,148.5,    -    -    ,2016-11-24,6149,135-917,2007-05-16,제과점영업
제과점영업,2007-06-13,나폴레옹제과점,서울특별시 강남구 남부순환로 2911  지상105 106 107 108 109호 (대치동),서울특별시 강남구 대치동 653번지  ,250.25,  02- 556-2434,2007-06-13,6280,135-838,2011-12-15,제과점영업
제과점영업,2007-06-15,엠마,서울특별시 강남구 일원로 33 (일원동 지하1층 B03 지상1층 104호),서울특별시 강남구 일원동 683번지 0호 지하1층 B03 지상1층 104호 ,137.02, 011- 311-9835,2007-06-15,6343,135-516,2007-06-15,제과점영업
제과점영업,2007-06-18,뚜레쥬르뱅뱅사거리점,서울특별시 강남구 도곡로 112 (도곡동 지상1층),서울특별시 강남구 도곡동 943번지 2호 지상1층 ,99,    -    -    ,2007-06-18,6258,135-860,2007-06-18,제과점영업
제과점영업,2007-06-20,파리바게트강남을지병원점,서울특별시 강남구 도산대로 206 (논현동 1층),서울특별시 강남구 논현동 59번지 5호 1층 ,59.5, 017-3493- 497,2009-12-31,6047,135-816,2007-06-20,제과점영업
제과점영업,2007-07-02,파리바게트,서울특별시 강남구 압구정로 156 (신사동 카로시티2 지하1층B112호  지상1층 111 112호),서울특별시 강남구 신사동 579번지 0호 카로시티2 지하1층B112호  지상1층 111 112호 ,63.25,  02- 555-0328,2009-08-28,6030,135-892,2007-07-02,제과점영업
제과점영업,2007-07-05,파리바게트,서울특별시 강남구 학동로 219  1층 (논현동),서울특별시 강남구 논현동 89번지 22호  ,120,02  -3446-8201,2011-08-22,6053,135-818,2016-09-20,제과점영업
제과점영업,2007-08-02,파리바게뜨 강남역점,서울특별시 강남구 테헤란로1길 28  지상1 2 3층 (역삼동),서울특별시 강남구 역삼동 817번지 9호  ,326.94,0169-8727-998,2016-11-23,6129,135-931,2016-03-15,제과점영업
제과점영업,2007-08-06,메종드조에,서울특별시 강남구 도산대로90길 17 (청담동 지상1층2호),서울특별시 강남구 청담동 50번지 7호 지상1층2호 ,10.5,5401-858-,2015-01-30,6070,135-952,2010-05-06,제과점영업
제과점영업,2007-08-31,파파로티,서울특별시 강남구 논현로 30 (개포동 지상1층),서울특별시 강남구 개포동 1192번지 0호 지상1층 ,35,5797-890-,2007-08-31,6313,135-962,2007-08-31,제과점영업
제과점영업,2007-11-12,르뽀미에 도곡점,서울특별시 강남구 남부순환로365길 38 (도곡동 (지상1층)),서울특별시 강남구 도곡동 900번지 2호 (지상1층) ,28,011 -9910-9812,2014-10-15,6270,135-859,2007-11-12,제과점영업
제과점영업,2007-11-15,파리바게뜨 역삼래미안,서울특별시 강남구 역삼로 306 (역삼동 개나리래미안 지상1층 107호),서울특별시 강남구 역삼동 754번지 0호 개나리래미안 지상1층 107호 ,38.57,02  -3462-3737,2014-09-02,6216,135-926,2007-11-15,제과점영업
제과점영업,2007-11-20,코코호도,서울특별시 강남구 압구정로 150 (신사동 지상1층),서울특별시 강남구 신사동 574번지 3호 지상1층 ,39.6,02  -545 -9940,2007-11-20,6030,135-891,2007-11-20,제과점영업
제과점영업,2007-11-21,파리바게트,서울특별시 강남구 강남대로78길 22 (역삼동 지상1층),서울특별시 강남구 역삼동 830번지 0호 지상1층 ,62.81,02  -511 -8240,2016-03-23,6243,135-936,2010-08-17,제과점영업
제과점영업,2008-01-04,파리바게뜨도곡렉슬점,서울특별시 강남구 선릉로 225 (도곡동 렉슬상가127호),서울특별시 강남구 도곡동 527번지 3호 렉슬상가127호 ,40,010 -8753-9066,2016-07-12,6276,135-270,2008-01-04,제과점영업
제과점영업,2008-02-04,뺑드빱바,서울특별시 강남구 논현로175길 78 (신사동 지상1층),서울특별시 강남구 신사동 548번지 5호 지상1층 ,50.02,0103-2057-841,2008-02-04,6029,135-890,2008-02-04,제과점영업
