업종명,허가(신고)일,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일,우편번호(도로명),우편번호(지번),소재지시작일,업태명
집단급식소,1993-10-18,(주)앰버서더즈,서울특별시 강남구 봉은사로 130 (역삼동),서울특별시 강남구 역삼동 603번지 0호  ,34.98, 070-7500-1361,1993-10-18,6124,135-907,1993-10-18,집단급식소
집단급식소,1994-10-10,현대백화점무역센타,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점무역센타 직원식당),서울특별시 강남구 삼성동 159번지 7호 현대백화점무역센타 직원식당 ,0,  02-3467-6471,2016-02-16,6164,135-090,2001-07-27,집단급식소
집단급식소,1994-06-09,삼성서울병원일원지점,서울특별시 강남구 일원로 81 (일원동 영양파트),서울특별시 강남구 일원동 50번지 영양파트 본관(지하1층) ,2711,  02-3410-3182,2016-06-28,6351,135-230,1994-06-09,집단급식소
집단급식소,1994-07-02,서울메트로 수서차량사업소구내식당,서울특별시 강남구 밤고개로5길 46-13 (자곡동),서울특별시 강남구 자곡동 160번지 0호  ,383.48,  02-6110-7515,2014-12-04, ,135-200,1994-07-02,집단급식소
집단급식소,1995-09-20,(주)하나은행,서울특별시 강남구 영동대로96길 26 (삼성동 지상9층),서울특별시 강남구 삼성동 169번지 8호 지상9층 ,119.27,  02-3457-4064,2005-06-02,6173,135-882,1999-03-04,집단급식소
집단급식소,1995-07-22,전원산업(주)호텔리츠칼튼서울스타즈직원식당,서울특별시 강남구 봉은사로 120 (역삼동),서울특별시 강남구 역삼동 602번지 0호  ,106.2,  02-3451-8160,2015-11-05,6124,135-907,1995-07-22,집단급식소
집단급식소,1995-07-28,(주)포스코직원식당,서울특별시 강남구 테헤란로 440 (대치동),서울특별시 강남구 대치동 892번지 0호 지상3층 ,264,  02-3457-1570,2014-07-11,6194,135-840,1995-07-28,집단급식소
집단급식소,1995-08-05,호텔프리마(주),서울특별시 강남구 도산대로 536 (청담동),서울특별시 강남구 청담동 52번지 3호  ,36.66,  02-6006-9114,2002-08-22,6071,135-952,1995-08-05,집단급식소
집단급식소,1995-09-13,중동고등학교,서울특별시 강남구 일원로 7 (일원동),서울특별시 강남구 일원동 618번지 0호  ,40.8,02  -2040-2681,2009-04-29,6338,135-943,1995-09-13,집단급식소
집단급식소,1995-09-13,중동중학교,서울특별시 강남구 일원로8길 37 (일원동),서울특별시 강남구 일원동 692번지 0호  ,53, 070-7092-9413,2010-02-09,6344,135-946,1995-09-13,집단급식소
집단급식소,1995-11-30,태화기독교사회복지관,서울특별시 강남구 광평로 185 (수서동),서울특별시 강남구 수서동 741번지  ,96.4,    -2040-1756,1999-05-12,6353,135-886,1995-11-30,집단급식소
집단급식소,1995-01-12,의료법인 성광의료재단 강남차병원(여성의학연구소),서울특별시 강남구 봉은사로 178 (역삼동),서울특별시 강남구 역삼동 606번지 4호  ,0,  02-3468-3485,2014-09-18,6125,135-907,1995-01-12,집단급식소
집단급식소,1995-01-12,의료법인 성광의료재단 강남차병원,서울특별시 강남구 논현로 566 (역삼동),서울특별시 강남구 역삼동 650번지 9호  ,0,  02- 564-5854,2014-09-18,6135,135-913,1995-01-12,집단급식소
집단급식소,1996-11-02,신한은행강남별관직원식당,서울특별시 강남구 역삼로 251 (역삼동),서울특별시 강남구 역삼동 731번지 0호  ,90,02  -2010-3797,2009-06-16,6225,135-514,1996-11-02,집단급식소
집단급식소,1997-09-01,새마을금고중앙회,서울특별시 강남구 봉은사로114길 20 (삼성동),서울특별시 강남구 삼성동 164번지  ,105,  02-3459-9114,2013-02-22,6172,135-881,1997-09-01,집단급식소
집단급식소,1997-10-08,멀티캠퍼스,서울특별시 강남구 테헤란로 212 (역삼동),서울특별시 강남구 역삼동 718번지 5호  ,110.24,  02-3429-5959,2015-11-11,6220,135-920,1997-10-08,집단급식소
집단급식소,1998-12-20,서울세관,서울특별시 강남구 언주로 721 (논현동),서울특별시 강남구 논현동 71번지 0호  ,0,  02- 510-1829,2009-07-13,6050,135-995,1998-12-20,집단급식소
집단급식소,1998-12-20,그랜드 인터컨티넨탈 서울 파르나스 직원식당,서울특별시 강남구 테헤란로 521 (삼성동),서울특별시 강남구 삼성동 159번지 8호  ,504,  02- 599-7062,2017-01-10,6164,135-090,1991-01-01,집단급식소
집단급식소,1998-02-09,한국토지주택공사,서울특별시 강남구 선릉로121길 12 (논현동),서울특별시 강남구 논현동 254번지  ,68.5,  02-3416-3813,2014-03-13,6100,135-832,1998-02-09,집단급식소
집단급식소,1998-02-12,(주)케이티신사지사,서울특별시 강남구 논현로 854  0000동 0000호 (신사동),서울특별시 강남구 신사동 603번지 1호  0000동 0000호,81.21,  02-3444-1199,2011-10-26,6022,135-893,1998-02-12,집단급식소
집단급식소,1998-03-18,신사중학교, ,서울특별시 강남구 압구정동 413번지  ,66.88,02  -3444-5999,2008-03-07, ,135-899,1998-03-18,집단급식소
집단급식소,1998-04-04,중대부속고등학교 집단급식소,서울특별시 강남구 선릉로 207 (도곡동),서울특별시 강남구 도곡동 108번지 0호  ,61.7,  02- 579-4029,2016-03-04,6277,135-505,1998-04-04,집단급식소
집단급식소,1998-04-28,청담고등학교,서울특별시 강남구 압구정로 419 (압구정동),서울특별시 강남구 압구정동 526번지 0호  ,63,02  -3496-8386,2008-09-05,6009,135-906,1998-04-28,집단급식소
집단급식소,1998-07-01,현대고등학교,서울특별시 강남구 압구정로 127 (압구정동),서울특별시 강남구 압구정동 425번지 0호  ,129,  02- 546-6323,2010-03-15,6000,135-899,1998-07-01,집단급식소
집단급식소,1999-04-08,압구정고등학교급식실,서울특별시 강남구 압구정로39길 20 (압구정동),서울특별시 강남구 압구정동 470번지 0호  ,0, 070-8255-5292,2009-09-04,6003,135-903,2000-05-29,집단급식소
집단급식소,1999-10-25,미즈메디의원,서울특별시 강남구 도곡로 452 (대치동),서울특별시 강남구 대치동 1021번지 4호  ,86.3,  02-3467-3821,1998-06-09,6279,135-500,1998-06-09,집단급식소
집단급식소,1999-01-07,가산의료재단광동한방병원,서울특별시 강남구 봉은사로 612 (삼성동 지하1층),서울특별시 강남구 삼성동 161번지 0호 지하1층 ,62.7,  02-2222-4890,2006-08-30,6170,135-881,1999-01-07,집단급식소
집단급식소,1999-01-07,서울압구정초등학교,서울특별시 강남구 압구정로39길 29 (압구정동),서울특별시 강남구 압구정동 461번지  ,161.76,  02-514 -9977,2011-03-14,6004,135-905,1999-01-07,집단급식소
집단급식소,1999-01-11,서울대청초등학교,서울특별시 강남구 양재대로55길 28 (일원동),서울특별시 강남구 일원동 712번지  ,176.4,02  -2226-7936,2008-09-11,6341,135-938,1999-01-11,집단급식소
집단급식소,1999-01-11,서울언주초등학교,서울특별시 강남구 남부순환로363길 19 (도곡동),서울특별시 강남구 도곡동 922번지 0호  ,136.22,  02- 572-6126,2009-03-05,6268,135-859,1999-01-11,집단급식소
집단급식소,1999-01-14,한국산업은행,서울특별시 강남구 강남대로94길 52 (역삼동 지상1층),서울특별시 강남구 역삼동 648번지 2호 지상1층 ,52.8,  02- 566-9133,2013-05-23,6133,135-911,1999-01-14,집단급식소
집단급식소,1999-10-22,에스에이치공사,서울특별시 강남구 개포로 621 (개포동 지상16층),서울특별시 강남구 개포동 14번지 5호 지상16층 ,102.4,  02-3410-7835,2015-01-26,6336,135-939,1999-01-25,집단급식소
집단급식소,1999-02-03,여성보호센타,서울특별시 강남구 광평로34길 124 (수서동 지상1층),서울특별시 강남구 수서동 산 4번지 1호 지상1층 ,84.3,  02-3412-4502,2008-03-12,6362,135-220,1999-02-03,집단급식소
집단급식소,1999-03-13,경기고등학교,서울특별시 강남구 영동대로 643 (삼성동),서울특별시 강남구 삼성동 74번지 4호  ,174.9,  02-3496-7499,2010-04-07,6086,135-870,1999-03-13,집단급식소
집단급식소,1999-03-16,대왕초등학교,서울특별시 강남구 헌릉로618길 8 (세곡동),서울특별시 강남구 세곡동 122번지 2호  ,109.44,  02-3412-0125,2010-10-07,6365,135-190,1999-03-16,집단급식소
집단급식소,1999-03-17,진선여자고등학교,서울특별시 강남구 선릉로85길 27 (역삼동),서울특별시 강남구 역삼동 713번지  ,170.2,  02-2148-0440,2015-10-06,6213,135-919,1999-03-17,집단급식소
집단급식소,1999-03-20,중산고등학교,서울특별시 강남구 일원로14길 22 (일원동),서울특별시 강남구 일원동 714번지 0호  ,236.54, 070-4361-9811,2015-12-08,6350,135-942,1999-03-20,집단급식소
집단급식소,1999-04-01,개포고등학교,서울특별시 강남구 개포로 402 (개포동),서울특별시 강남구 개포동 173번지 0호  ,66, 070-8662-7391,2009-03-13,6324,135-800,1999-04-01,집단급식소
집단급식소,1999-04-02,은광여자고등학교,서울특별시 강남구 남부순환로359길 36 (도곡동),서울특별시 강남구 도곡동 938번지 10호  ,154.6,  02-3462-2005,2005-02-24,6264,135-859,1999-04-02,집단급식소
집단급식소,1999-04-02,경기여자고등학교,서울특별시 강남구 삼성로 29 (개포동),서울특별시 강남구 개포동 152번지 0호  ,130.5, 070-4088-5340,2011-06-17,6324,135-800,1999-04-02,집단급식소
집단급식소,1999-04-06,휘문중고등학교구내식당,서울특별시 강남구 역삼로 541 (대치동),서울특별시 강남구 대치동 952번지 1호  ,180,070 -7090-0231,2008-09-18,6183,135-847,1999-04-06,집단급식소
집단급식소,1999-04-16,도곡중학교,서울특별시 강남구 언주로57길 31 (도곡동),서울특별시 강남구 도곡동 541번지 2호  ,82.6,02  -571 -9679,2009-03-09,6273,135-857,1999-04-16,집단급식소
집단급식소,1999-04-16,대진디자인고등학교,서울특별시 강남구 광평로39길 93 (수서동 지하1층),서울특별시 강남구 수서동 733번지 0호 지하1층 ,116.59,02  -2226-6743,2014-09-04,6352,135-886,2005-03-03,집단급식소
집단급식소,1999-04-28,서울학동초등학교,서울특별시 강남구 선릉로115길 42 (논현동),서울특별시 강남구 논현동 264번지 7호  ,99.66,    -3443-0846,2010-09-07,6100,135-832,1999-04-28,집단급식소
집단급식소,1999-04-30,단국대학교사범대학부속고등학교,서울특별시 강남구 도곡로64길 21 (대치동),서울특별시 강남구 대치동 1013번지  ,98.72, 02 -2191-2616,2012-02-17,6278,135-852,1999-04-30,집단급식소
집단급식소,1999-05-03,서울논현초등학교,서울특별시 강남구 강남대로120길 33 (논현동),서울특별시 강남구 논현동 168번지  ,112.48,  02- 514-6636,2017-03-20,6119,135-825,1999-05-01,집단급식소
집단급식소,1999-05-14,언주중학교, ,서울특별시 강남구 삼성동 28번지 0호  ,81.45,  02- 542-1627,2010-05-13, ,135-867,2001-05-04,집단급식소
집단급식소,1999-06-10,수도전기공업고등학교, ,서울특별시 강남구 개포동 155번지 0호  ,366.16,  02- 575-2181,2010-03-05, ,135-800,1999-06-10,집단급식소
집단급식소,1999-06-26,자생한방병원,서울특별시 강남구 언주로 858 (신사동 지하2층),서울특별시 강남구 신사동 635번지 0호 지하2층 ,46.2,  02-3418-2274,1999-06-26,6017,135-896,1999-06-26,집단급식소
집단급식소,1999-07-05,홈플러스(주),서울특별시 강남구 테헤란로 301 (역삼동),서울특별시 강남구 역삼동 701번지 2호  ,163.72,02  -3459-8058,1999-07-05,6152,135-513,1999-07-05,집단급식소
집단급식소,1999-08-20,서울로봇고등학교,서울특별시 강남구 광평로20길 63 (일원동),서울특별시 강남구 일원동 738번지 0호  ,451.6,    -3016-0174,2010-10-04,6363,135-230,1999-08-20,집단급식소
집단급식소,1999-08-30,숙명여중.고,서울특별시 강남구 남부순환로 2807 (도곡동),서울특별시 강남구 도곡동 91번지 0호  ,251.13,  02-3462-5011,2015-12-21,6277,135-505,1999-08-30,집단급식소
집단급식소,1999-10-22,인터컨티넨탈 서울 코엑스,서울특별시 강남구 봉은사로 524 (삼성동  코엑스인터컨티넨탈),서울특별시 강남구 삼성동 159번지 코엑스인터컨티넨탈 ,132.9,  02-3430-8375,2017-01-10,6164,135-090,1999-09-28,집단급식소
집단급식소,1999-10-19,서울왕북초등학교,서울특별시 강남구 광평로31길 74 (수서동),서울특별시 강남구 수서동 745번지 0호  ,113.4,  02- 451-9686,2012-03-09,6353,135-886,1999-10-20,집단급식소
집단급식소,1999-10-18,서울대치초등학교,서울특별시 강남구 양재천로 363 (대치동),서울특별시 강남구 대치동 505번지 0호  ,122.1,02  -555 -2415,2012-09-10,6291,135-280,1999-11-03,집단급식소
집단급식소,1999-12-06,우리들병원,서울특별시 강남구 학동로 445 (청담동),서울특별시 강남구 청담동 47번지 4호  ,113.6,02  -513 -8768,1999-12-06,6068,135-951,1999-12-06,집단급식소
집단급식소,1999-04-20,풍문고등학교,서울특별시 강남구 자곡로 150 (자곡동  풍문고등학교),서울특별시 강남구 자곡동 642번지  ,370.04,  02- 732-2937,1999-04-20,6373,135-200,2017-03-06,집단급식소
집단급식소,2000-09-30,신구중학교,서울특별시 강남구 압구정로36길 17 (신사동),서울특별시 강남구 신사동 621번지 0호  ,0,  02-555 -1629,2008-09-12,6023,135-894,2000-09-30,집단급식소
집단급식소,2000-02-26,(주)데이콤, ,서울특별시 강남구 개포동 0번지  ,0,  02-6220-4745,2000-02-26, ,135-240,2000-02-26,집단급식소
집단급식소,2000-02-29,영동고등학교,서울특별시 강남구 선릉로 742 (청담동),서울특별시 강남구 청담동 23번지 4호  ,0,  02- 542-7802,2011-04-27,6065,135-950,2000-02-29,집단급식소
집단급식소,2000-02-29,서울세종고등학교,서울특별시 강남구 광평로51길 36 (수서동),서울특별시 강남구 수서동 711번지 0호  ,150.28, 070-8668-3186,2009-11-05,6348,135-884,2000-02-29,집단급식소
집단급식소,2000-03-07,개포중학교,서울특별시 강남구 선릉로 9 (개포동),서울특별시 강남구 개포동 660번지 37호  ,0,  02- 573-9170,2008-09-05,6321,135-810,2000-03-07,집단급식소
집단급식소,2000-03-15,강남수도사업소,서울특별시 강남구 양재천로 199  지하동 1층호 (도곡동 강남수도사업소),서울특별시 강남구 도곡동 459번지 4호 강남수도사업소 지하동 1층호,0,  02-3146-4960,2015-12-16,6300,135-855,2000-03-15,집단급식소
집단급식소,2000-03-28,개일초등학교,서울특별시 강남구 개포로 401 (개포동),서울특별시 강남구 개포동 174번지 0호  ,0,  02- 571-8326,2010-09-17,6323,135-800,2000-03-28,집단급식소
집단급식소,2000-03-29,서울봉은초등학교,서울특별시 강남구 학동로 610 (삼성동),서울특별시 강남구 삼성동 79번지 2호  ,0,  02- 518-7637,2010-03-17,6078,135-866,2000-03-29,집단급식소
집단급식소,2000-04-03,(주)탄천환경,서울특별시 강남구 개포로 625 (일원동),서울특별시 강남구 일원동 580번지  ,0,  02-3410-9706,2017-01-25,6333,135-943,2013-04-17,집단급식소
집단급식소,2000-04-06,역삼초등학교,서울특별시 강남구 강남대로66길 21 (역삼동),서울특별시 강남구 역삼동 833번지 7호  ,0,  02- 567-7306,2009-07-24,6251,135-933,2000-04-06,집단급식소
집단급식소,2000-04-08,서울청담초등학교,서울특별시 강남구 압구정로71길 9 (청담동),서울특별시 강남구 청담동 142번지 0호  ,0,  02-3446-7091,2009-03-09,6010,135-959,2000-04-08,집단급식소
집단급식소,2000-04-19,서울언북초등학교,서울특별시 강남구 삼성로135길 42 (청담동),서울특별시 강남구 청담동 27번지 0호  ,0,  02- 514-0855,2011-03-03,6066,135-950,2000-04-19,집단급식소
집단급식소,2000-05-16,서울신구초등학교,서울특별시 강남구 압구정로18길 28 (신사동),서울특별시 강남구 신사동 550번지 11호  ,66,  02- 549-4392,2010-09-09,6029,135-890,2000-05-16,집단급식소
집단급식소,2000-06-15,롯데쇼핑(주)강남점,서울특별시 강남구 도곡로 401 (대치동 (지하3층)),서울특별시 강남구 대치동 937번지 0호 (지하3층) ,218.4,  02- 531-2780,2014-06-30,6206,135-998,2000-06-15,집단급식소
집단급식소,2000-07-04,공무원연금관리공단,서울특별시 강남구 언주로 508 (역삼동),서울특별시 강남구 역삼동 701번지 0호  ,206.61,  02- 560-2564,2000-07-04,6152,135-513,2000-07-04,집단급식소
집단급식소,2000-10-02,서울구룡초등학교,서울특별시 강남구 개포로 263 (개포동),서울특별시 강남구 개포동 655번지 0호  ,0,  02- 573-5177,2010-03-09,6305,135-808,2000-10-02,집단급식소
집단급식소,2000-11-01,서울도성초등학교,서울특별시 강남구 역삼로 313 (역삼동),서울특별시 강남구 역삼동 714번지 0호  ,0,  02- 567-0228,2010-03-10,6213,135-919,2000-11-01,집단급식소
집단급식소,2000-11-23,강남세무서,서울특별시 강남구 학동로 425 (청담동),서울특별시 강남구 청담동 52번지 0호  ,200,  02- 544-7992,2014-06-23,6068,135-952,2000-11-23,집단급식소
집단급식소,2000-12-08,개원초등학교,서울특별시 강남구 선릉로 29 (개포동 (지상1층)),서울특별시 강남구 개포동 660번지 10호 (지상1층) ,0,  02- 574-3269,2010-03-09,6321,135-810,2000-12-08,집단급식소
집단급식소,2000-12-12,한무컨벤션 직원식당(호텔오크우드),서울특별시 강남구 테헤란로87길 58  지하1층 (삼성동  컨벤션별관),서울특별시 강남구 삼성동 159번지 컨벤션별관 지하1층 ,598.11,  02- 551-5460,2013-09-11,6164,135-090,2015-05-26,집단급식소
집단급식소,2000-12-15,한국지역난방공사강남지사,서울특별시 강남구 양재대로 781 (수서동),서울특별시 강남구 수서동 752번지 0호  ,0,  02-3411-7700,2000-12-15,6340,135-220,2000-12-15,집단급식소
집단급식소,2000-12-15,서울 삼릉초등학교,서울특별시 강남구 봉은사로63길 22 (삼성동),서울특별시 강남구 삼성동 42번지 0호  ,0,  02- 514-4470,2010-03-31,6097,135-868,2000-12-15,집단급식소
집단급식소,2000-12-20,(주)케이티 강남지사,서울특별시 강남구 언주로 517 (역삼동),서울특별시 강남구 역삼동 675번지 3호  ,0,  02- 561-0800,2015-11-17,6139,135-915,2000-12-20,집단급식소
집단급식소,2001-02-02,압구정중학교, ,서울특별시 강남구 압구정동 472번지 0호  ,0,02  -518 -1640,2009-09-29, ,135-903,2001-02-02,집단급식소
집단급식소,2001-02-06,구룡중학교,서울특별시 강남구 선릉로 103 (개포동),서울특별시 강남구 개포동 650번지 0호  ,0,  02- 577-3709,2009-11-05,6318,135-806,2001-02-06,집단급식소
집단급식소,2001-03-21,일원초등학교,서울특별시 강남구 영동대로4길 20 (일원동),서울특별시 강남구 일원동 691번지 0호  ,0,  02- 445-8654,2010-09-06,6345,135-946,2001-03-21,집단급식소
집단급식소,2001-04-18,서울영희초등학교,서울특별시 강남구 일원로 21 (일원동 지상1층),서울특별시 강남구 일원동 617번지 0호 지상1층 ,0,  02-2226-3018,2010-09-10,6338,135-943,2001-04-18,집단급식소
집단급식소,2001-04-19,서울대현초등학교,서울특별시 강남구 역삼로98길 16 (대치동 (지상1층)),서울특별시 강남구 대치동 969번지 0호 (지상1층) ,0,  02- 553-0286,2011-03-02,6187,135-848,2001-04-19,집단급식소
집단급식소,2001-05-03,강남구청구내식당,서울특별시 강남구 학동로 426 (삼성동),서울특별시 강남구 삼성동 16번지 1호  ,0,02  - 511-5997,2011-08-10,6090,135-090,2001-05-03,집단급식소
집단급식소,2001-05-03,서울포이초등학교,서울특별시 강남구 개포로22길 87 (개포동 지상1층),서울특별시 강남구 개포동 1273번지 0호 지상1층 ,0,  02- 571-3976,2010-03-08,6311,135-961,2001-05-03,집단급식소
집단급식소,2001-05-08,서울양전초등학교,서울특별시 강남구 개포로 513 (개포동 지상1층),서울특별시 강남구 개포동 183번지 0호 지상1층 ,0,  02-3411-8762,2010-09-03,6328,135-993,2001-05-08,집단급식소
집단급식소,2001-05-08,서울대도초등학교, ,서울특별시 강남구 도곡동 109번지 0호  ,0,  02-3463-6316,2008-03-21, ,135-505,2001-05-08,집단급식소
집단급식소,2001-05-21,서울대모초등학교,서울특별시 강남구 광평로20길 27 (일원동 지상1층),서울특별시 강남구 일원동 736번지 0호 지상1층 ,0,  02-2226-4064,2010-03-15,6363,135-230,2001-05-21,집단급식소
집단급식소,2001-05-22,서울수서초등학교,서울특별시 강남구 광평로51길 46 (수서동),서울특별시 강남구 수서동 709번지 0호  ,0,  02- 459-1335,2009-04-10,6348,135-884,2001-05-22,집단급식소
집단급식소,2001-07-26,서울대진초등학교, ,서울특별시 강남구 일원동 13번지  ,0,3412-0472-,2007-09-12, ,135-230,2001-07-26,집단급식소
집단급식소,2001-07-31,수서중학교,서울특별시 강남구 광평로59길 57 (수서동),서울특별시 강남구 수서동 710번지 0호  ,0,  02- 451-7090,2010-10-22,6348,135-884,2001-07-31,집단급식소
집단급식소,2001-08-16,피에스에이개포어학학원,서울특별시 강남구 개포로 410  1층 (개포동  한전재경학사관),서울특별시 강남구 개포동 155번지  ,0,    - 561-0509,2016-04-08,6324,135-800,2015-10-07,집단급식소
집단급식소,2001-10-05,기아자동차주식회사,서울특별시 강남구 압구정로 417 (압구정동 지하1층),서울특별시 강남구 압구정동 518번지 0호 지하1층 ,0,  02-3464-1114,2006-07-28,6009,135-906,2001-10-05,집단급식소
집단급식소,2001-10-23,수서경찰서,서울특별시 강남구 개포로 617 (개포동 지하1층),서울특별시 강남구 개포동 14번지 0호 지하1층 ,0,02  -2155-9284,2012-07-30,6336,135-939,2001-10-23,집단급식소
집단급식소,2001-11-10,언북중학교,서울특별시 강남구 도산대로38길 27 (논현동),서울특별시 강남구 논현동 69번지 0호  ,0,    - 543-1629,2008-03-07,6050,135-816,2001-11-10,집단급식소
집단급식소,2001-12-10,대청중학교,서울특별시 강남구 양재천로 321 (대치동),서울특별시 강남구 대치동 502번지 0호  ,0,  02- 562-1056,2009-11-10,6289,135-280,2001-12-10,집단급식소
집단급식소,2001-12-27,선릉삼성어린이집,서울특별시 강남구 선릉로100길 48 (삼성동 1층),서울특별시 강남구 삼성동 142번지 11호 1층 ,0,  02- 539-4068,2009-04-08,6160,135-876,2001-12-27,집단급식소
집단급식소,2002-01-03,삼성서울병원어린이집,서울특별시 강남구 광평로31길 66 (수서동),서울특별시 강남구 수서동 745번지 2호  ,0,  02-3411-9141,2009-03-13,6353,135-886,2002-01-03,집단급식소
집단급식소,2002-01-18,일진실업(주),서울특별시 강남구 언주로107길 7 (역삼동 지상2층),서울특별시 강남구 역삼동 655번지 12호 지상2층 ,0,  02- 554-7855,2002-01-18,6137,135-913,2002-01-18,일식
집단급식소,2002-01-31,(주)서브원,서울특별시 강남구 논현로 508 (역삼동),서울특별시 강남구 역삼동 679번지 0호  ,0,  02-2005-1154,2015-03-04,6141,135-916,2002-01-31,집단급식소
집단급식소,2002-02-20,개원중학교,서울특별시 강남구 영동대로 101 (개포동),서울특별시 강남구 개포동 184번지  ,0,  02-3411-8308,2012-01-13,6328,135-993,2002-02-20,집단급식소
집단급식소,2002-02-23,봉은중학교,서울특별시 강남구 영동대로128길 59 (삼성동 지상1층),서울특별시 강남구 삼성동 82번지 7호 지상1층 ,0,  02- 547-5623,2008-09-01,6079,135-871,2002-02-23,집단급식소
집단급식소,2002-03-12,역삼중학교,서울특별시 강남구 도곡로43길 10 (역삼동 지상1층),서울특별시 강남구 역삼동 767번지 20호 지상1층 ,0,  02- 501-6343,2010-03-10,6219,135-927,2002-03-12,집단급식소
집단급식소,2002-04-16,재단법인 베스티안재단 베스티안서울병원,서울특별시 강남구 도곡로 429 (대치동 지하3층),서울특별시 강남구 대치동 939번지 24호 지하3층 ,0,  02-3452-7575,2016-09-01,6208,135-998,2002-04-16,집단급식소
집단급식소,2002-04-24,앨트웰(주),서울특별시 강남구 봉은사로 322 (역삼동),서울특별시 강남구 역삼동 681번지 47호  ,0,  02- 565-2161,2012-12-13,6143,135-916,2002-04-24,집단급식소
집단급식소,2002-05-07,한국교육방송공사,서울특별시 강남구 남부순환로 2748 (도곡동 지하1층),서울특별시 강남구 도곡동 463번지 0호 지하1층 ,0,  02- 526-2951,2013-06-03,6297,135-854,2002-05-07,집단급식소
집단급식소,2002-07-09,서울강남우체국,서울특별시 강남구 개포로 619 (개포동),서울특별시 강남구 개포동 14번지 4호  ,0,02  -3412-3384,2002-07-09,6336,135-939,2002-07-09,집단급식소
집단급식소,2002-09-17,대명중학교,서울특별시 강남구 역삼로87길 26 (대치동),서울특별시 강남구 대치동 952번지 0호  ,0,02  -563 -3703,2014-02-24,6183,135-847,2002-09-17,집단급식소
집단급식소,2002-10-07,국민연금관리공단강남지사,서울특별시 강남구 도산대로 128 (논현동),서울특별시 강남구 논현동 4번지 15호  ,0,02  -517 -2624,2002-10-07,6039,135-811,2002-10-07,집단급식소
집단급식소,2002-10-31,대왕중학교,서울특별시 강남구 광평로20길 7 (수서동),서울특별시 강남구 수서동 750번지  ,0,  02-3412-2868,2017-03-23,6362,135-886,2005-09-22,집단급식소
집단급식소,2002-11-15,현대백화점본점,서울특별시 강남구 압구정로 165 (압구정동),서울특별시 강남구 압구정동 429번지 0호  ,0,    -3449-5882,2014-04-11,6001,135-900,2002-11-15,집단급식소
집단급식소,2003-01-06,(주)이마트스타슈퍼도곡점 직원식당,서울특별시 강남구 언주로30길 57 (도곡동 타워팰리스2차지하1층),서울특별시 강남구 도곡동 467번지 17호 타워팰리스2차지하1층 ,189.29,    -2191-1234,2017-01-11,6293,135-856,2003-01-06,집단급식소
