업종명,허가(신고)일,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일,우편번호(도로명),우편번호(지번),소재지시작일,업태명
일반음식점,2000-01-08,산봉화로구이,서울특별시 강남구 선릉로155길 26 (신사동),서울특별시 강남구 신사동 657번지 17호  ,324.1,  02- 546-2229,2013-10-17,6018,135-897,2000-01-08,일식
일반음식점,2000-01-11,담뿍화로된장,서울특별시 강남구 논현로85길 5-9 (역삼동),서울특별시 강남구 역삼동 738번지 13호  ,105.61,  02- 556-7863,2016-06-15,6237,135-924,2000-01-11,한식
일반음식점,2000-01-14,매화,서울특별시 강남구 압구정로 334 (신사동 지하1층),서울특별시 강남구 신사동 660번지 8호 지하1층 ,62.2,  02- 515-2955,2013-12-17,6018,135-897,2000-01-14,경양식
일반음식점,2000-01-17,와세다야청담점,서울특별시 강남구 압구정로79길 51 (청담동 1층 2층),서울특별시 강남구 청담동 126번지 8호 1층 2층 ,276.08,  02- 547-1107,2006-08-01,6013,135-957,2011-03-28,한식
일반음식점,2000-01-17,끼니터,서울특별시 강남구 언주로30길 13 (도곡동 대림아크로빌지하6호),서울특별시 강남구 도곡동 467번지 6호 대림아크로빌지하6호 ,36.3,010 -5245-6054,2013-04-18,6292,135-971,2000-01-17,다방
일반음식점,2000-01-18,보니엠,서울특별시 강남구 논현로36길 21 (도곡동),서울특별시 강남구 도곡동 416번지 11호  ,157.91,010 -2611-1495,2013-02-06,6296,135-854,2000-01-18,경양식
일반음식점,2000-01-18,엘림식당,서울특별시 강남구 논현로136길 12 (논현동  지상1층(101호)),서울특별시 강남구 논현동 81번지 4호 지상1층(101호) ,39.6,  02- 544-4276,2013-09-09,6052,135-818,2000-01-18,한식
일반음식점,2000-01-19,페리카나양념통닭,서울특별시 강남구 밤고개로34길 4 (세곡동 1층16호),서울특별시 강남구 세곡동 124번지 2호 1층16호 ,8.5,  02- 226-9255,2008-07-11,6365,135-190,2000-01-19,분식
일반음식점,2000-01-20,우(牛)리집,서울특별시 강남구 도곡로3길 26  103호 (역삼동  한스빌상가),서울특별시 강남구 역삼동 836번지 0호 한스빌상가 103호,20,  02- 554-5138,2014-04-22,6254,135-937,2000-01-20,분식
일반음식점,2000-01-25,김밥천국,서울특별시 강남구 광평로56길 8-9 (수서동 목화오피스텔102),서울특별시 강남구 수서동 725번지 1호 목화오피스텔102 ,66.97,  02- 445-2056,2007-05-14,6367,135-885,2000-01-25,한식
일반음식점,2000-01-28,플로라,서울특별시 강남구 도산대로94길 33 (청담동),서울특별시 강남구 청담동 52번지 8호  ,108.6,010 -8824-2533,2016-10-17,6071,135-952,2000-01-28,경양식
일반음식점,2000-01-28,연우,서울특별시 강남구 남부순환로 2806 (도곡동 군인공제회관지하1층),서울특별시 강남구 도곡동 467번지 12호 군인공제회관지하1층 ,149.06,  02-2190-2198,2013-01-18,6292,135-700,2000-01-28,중국식
일반음식점,2000-02-02,리엔,서울특별시 강남구 개포로28길 9  지상1층 (개포동),서울특별시 강남구 개포동 1214번지 1 8호 지상1층 ,202,  02- 576-4888,2012-04-30,6309,135-962,2000-02-02,중국식
일반음식점,2000-02-02,설국,서울특별시 강남구 남부순환로 2806 (도곡동),서울특별시 강남구 도곡동 467번지 12호  ,138.44,  02-    -    ,2000-02-02,6292,135-856,2000-02-02,일식
일반음식점,2000-02-03,화개장터,서울특별시 강남구 논현로124길 27 (논현동),서울특별시 강남구 논현동 214번지 24호  ,115.5,  02- 517-6921,2010-06-10,6105,135-829,2000-02-03,한식
일반음식점,2000-02-03,송탄쑥고개부대찌개,서울특별시 강남구 언주로134길 32 (논현동 소윤빌딩1층),서울특별시 강남구 논현동 117번지 0호 소윤빌딩1층 ,219.21,  02- 518-7057,2007-03-28,6060,135-821,2000-02-03,한식
일반음식점,2000-02-09,월드스넥,서울특별시 강남구 논현로151길 26 (신사동 지상 1층),서울특별시 강남구 신사동 559번지 16호 지상 1층 ,15,  02- 518-8243,2002-11-28,6037,135-890,2000-02-09,분식
일반음식점,2000-02-10,밀크카우(MILK COW)강남점,서울특별시 강남구 강남대로102길 15 (역삼동),서울특별시 강남구 역삼동 813번지 12호  ,288.18,  02- 557-8835,2014-07-23,6123,135-931,2000-02-10,경양식
일반음식점,2000-02-10,강남김밥,서울특별시 강남구 도곡로 441  1층 (대치동),서울특별시 강남구 대치동 940번지 8호 1층 ,33,  02- 562-9335,2006-02-17,6208,135-999,2014-06-05,분식
일반음식점,2000-02-14,별양집,서울특별시 강남구 언주로 520  지상1층 (역삼동),서울특별시 강남구 역삼동 700번지  ,118.95,  02- 568-6772,2012-02-10,6147,135-513,2000-02-14,한식
일반음식점,2000-02-18,동천홍,서울특별시 강남구 논현로150길 18 (논현동 1 2층),서울특별시 강남구 논현동 65번지 3호 1 2층 ,149.63,  02- 547-8885,2007-08-28,6049,135-816,2000-02-18,한식
일반음식점,2000-02-21,(주)구즈구내식당,서울특별시 강남구 테헤란로 409 (삼성동 동신빌딩),서울특별시 강남구 삼성동 141번지 28호 동신빌딩 ,298.8,  02- 557-7937,2006-07-06,6162,135-876,2000-02-21,한식
일반음식점,2000-02-21,수도시락,서울특별시 강남구 테헤란로19길 28 (역삼동),서울특별시 강남구 역삼동 638번지 19호  ,115,  02- 539-9195,2015-12-11,6131,135-909,2000-02-21,한식
일반음식점,2000-02-22,푸름해,서울특별시 강남구 언주로71길 5-6 (역삼동),서울특별시 강남구 역삼동 773번지 18호  ,87,010 -8738-1600,2016-05-23,6226,135-928,2000-02-22,한식
일반음식점,2000-02-24,평안도찹쌀순대전문점,서울특별시 강남구 봉은사로2길 13 (역삼동),서울특별시 강남구 역삼동 810번지 1호  ,75,  02- 555-1353,2014-07-22,6123,135-931,2000-02-24,중국식
일반음식점,2000-02-25,심슨탕 부대찌개,서울특별시 강남구 강남대로100길 10 (역삼동 2층),서울특별시 강남구 역삼동 619번지 15호 2층 ,79.2,  02- 566-6084,2015-02-26,6129,135-908,2000-02-25,경양식
일반음식점,2000-02-25,작은공간,서울특별시 강남구 남부순환로359길 31 (도곡동),서울특별시 강남구 도곡동 950번지 5호  ,42.84,  02-3462-3533,2004-07-08,6266,135-860,2000-02-25,분식
일반음식점,2000-02-25,더레드,서울특별시 강남구 테헤란로43길 26 (역삼동),서울특별시 강남구 역삼동 704번지 5호  ,85.28,0103-3738-538,2015-05-18,6148,135-513,2000-02-25,한식
일반음식점,2000-02-28,청운한식,서울특별시 강남구 언주로30길 13 (도곡동 지하1층7호),서울특별시 강남구 도곡동 467번지 6호 지하1층7호 ,50.04,  02-2187-7335,2006-08-01,6292,135-856,2000-02-28,한식
일반음식점,2000-03-02,후지,서울특별시 강남구 삼성로86길 23 (대치동 지하1층 지상1층),서울특별시 강남구 대치동 943번지 17호 지하1층 지상1층 ,281.93,  02- 567-9880,2007-08-14,6179,135-845,2006-06-05,일식
일반음식점,2000-03-02,주식회사 팔레드고몽,서울특별시 강남구 도산대로81길 21 (청담동 지상1층),서울특별시 강남구 청담동 118번지 10호 지상1층 ,133.51,  02- 549-3997,2005-05-17,6011,135-955,2007-11-27,경양식
일반음식점,2000-03-02,카페 아로파,서울특별시 강남구 도산대로 536 (청담동 지하1층  지상2층),서울특별시 강남구 청담동 52번지 3호 지하1층  지상2층 ,268.88,  02-6006-9114,2002-05-07,6071,135-952,2000-03-02,경양식
일반음식점,2000-03-03,돈 크레이지,서울특별시 강남구 선릉로 430 (대치동 2층),서울특별시 강남구 대치동 889번지 41호 2층 ,260,  02- 563-8031,2011-09-08,6192,135-839,2000-03-03,한식
일반음식점,2000-03-03,더미트,서울특별시 강남구 봉은사로2길 19 (역삼동 1층),서울특별시 강남구 역삼동 810번지 4호 1층 ,80,  02- 561-2418,2014-08-18,6123,135-931,2000-03-03,한식
일반음식점,2000-03-07,고추장불고기,서울특별시 강남구 강남대로122길 6 (논현동),서울특별시 강남구 논현동 165번지 19호  ,15,  02- 547-3477,2009-09-14,6119,135-825,2000-03-07,분식
일반음식점,2000-03-08,대왕숯불갈비,서울특별시 강남구 일원로9길 28 (일원동),서울특별시 강남구 일원동 666번지 3호  ,62.56,  02-3411-1572,2000-03-08,6343,135-945,2000-03-08,한식
일반음식점,2000-03-09,칼질,서울특별시 강남구 봉은사로4길 29 (역삼동),서울특별시 강남구 역삼동 812번지 0호  ,29.4,  02- 558-5788,2012-10-08,6123,135-931,2000-03-09,분식
일반음식점,2000-03-09,더 빠,서울특별시 강남구 논현로152길 7 (신사동 한성빌딩 B1),서울특별시 강남구 신사동 590번지 19호 한성빌딩 B1 ,182.12,  02- 549-2858,2015-04-07,6025,135-893,2000-03-09,분식
일반음식점,2000-03-09,매드후라이치킨역삼지에스타워점,서울특별시 강남구 논현로94길 19 (역삼동 1층),서울특별시 강남구 역삼동 670번지 21호 1층 ,120,  02-3453-1179,2016-02-16,6140,135-915,2000-03-09,한식
일반음식점,2000-03-09,딱좋아,서울특별시 강남구 강남대로 622 (신사동 지층),서울특별시 강남구 신사동 502번지 7호 지층 ,54.86,  02- 542-9293,2004-10-18,6035,135-887,2000-03-09,한식
일반음식점,2000-03-11,동인동,서울특별시 강남구 테헤란로82길 11 (대치동),서울특별시 강남구 대치동 942번지 13호  ,50.96,  02-    -    ,2006-02-28,6178,135-845,2000-03-11,한식
일반음식점,2000-03-11,다원,서울특별시 강남구 강남대로62길 33 (역삼동 지상1층),서울특별시 강남구 역삼동 836번지 37호 지상1층 ,66,  02- 567-4764,2002-04-22,6254,135-937,2000-03-11,중국식
일반음식점,2000-03-11,알에스디,서울특별시 강남구 논현로154길 19 (신사동),서울특별시 강남구 신사동 591번지 6호  ,26.61,  02- 544-6979,2007-05-30,6025,135-893,2000-03-11,한식
일반음식점,2000-03-14,송목,서울특별시 강남구 선릉로 514 (삼성동 지하1층8호),서울특별시 강남구 삼성동 141번지 0호 지하1층8호 ,29.7,  02- 567-2222,2008-12-16,6162,135-876,2000-03-14,분식
일반음식점,2000-03-14,크림,서울특별시 강남구 선릉로157길 29 (신사동 2층),서울특별시 강남구 신사동 657번지 3호 2층 ,98,  02-3443-9290,2016-05-17,6018,135-897,2000-03-14,경양식
일반음식점,2000-03-16,펠리체,서울특별시 강남구 역삼로 455 (대치동),서울특별시 강남구 대치동 903번지 4호  ,27.72,  02- 538-8610,2006-06-12,6195,135-841,2000-03-16,경양식
일반음식점,2000-03-18,빅토리아,서울특별시 강남구 테헤란로 327 (역삼동 빅토리아빌딩 지하1층 2호),서울특별시 강남구 역삼동 705번지 1호 빅토리아빌딩 지하1층 2호 ,56.88,  02- 527-3194,2013-04-24,6150,135-709,2008-01-03,경양식
일반음식점,2000-03-18,명성갈매기,서울특별시 강남구 강남대로98길 12-5 (역삼동),서울특별시 강남구 역삼동 817번지 31호  ,79.2,  02- 557-9233,2011-08-31,6129,135-931,2000-03-18,한식
일반음식점,2000-03-20,(주)명성이 자자한 국시집,서울특별시 강남구 언주로30길 10 (도곡동 현대비젼21   206호),서울특별시 강남구 도곡동 467번지 19호 현대비젼21   206호 ,158.4,  02-3411-7776,2014-10-02,6295,135-856,2000-03-20,중국식
일반음식점,2000-03-20,제일숯불바베큐,서울특별시 강남구 삼성로 547 (삼성동),서울특별시 강남구 삼성동 127번지 13호  ,39.6,  02- 567-7650,2001-10-13,6156,135-875,2000-03-20,분식
일반음식점,2000-03-21,에머이 가로수길,서울특별시 강남구 도산대로15길 8 (신사동 지상1층),서울특별시 강남구 신사동 540번지 22호 지상1층 ,88,  02- 514-1413,2017-03-14,6036,135-889,2000-03-21,경양식
일반음식점,2000-03-22,남호식당,서울특별시 강남구 논현로85길 23 (역삼동),서울특별시 강남구 역삼동 739번지 5호  ,166.11,  02- 563-6272,2001-09-24,6237,135-924,2000-03-22,한식
일반음식점,2000-03-22,알콜패밀리,서울특별시 강남구 강남대로110길 16 (역삼동),서울특별시 강남구 역삼동 810번지 17호  ,72.6,  02- 569-5049,2016-05-27,6123,135-931,2000-03-22,한식
일반음식점,2000-03-22,봉피양,서울특별시 강남구 언주로30길 10  208호 (도곡동 현대비젼21),서울특별시 강남구 도곡동 467번지 19호 현대비젼21 208호,73.74,  02-3460-2422,2007-12-31,6295,135-856,2001-07-04,한식
일반음식점,2000-03-23,딕훼밀리7080,서울특별시 강남구 강남대로 280 (도곡동),서울특별시 강남구 도곡동 946번지 12호  ,112.5,  02- 571-2471,2010-07-01,6258,135-860,2000-03-23,경양식
일반음식점,2000-03-27,대청 만찬,서울특별시 강남구 개포로 623 (개포동 대청타워지하1층125 126 127호),서울특별시 강남구 개포동 13번지 3호 대청타워지하1층125 126 127호 ,31.96,  02- 459-7924,2002-03-12,6336,135-939,2005-06-04,한식
일반음식점,2000-03-28,레일라,서울특별시 강남구 압구정로46길 26 (신사동),서울특별시 강남구 신사동 643번지 26호  ,149.36,  02- 545-7141,2014-02-19,6017,135-896,2000-03-28,경양식
일반음식점,2000-03-28,북촌순대,서울특별시 강남구 봉은사로37길 29 (논현동 지상1층),서울특별시 강남구 논현동 230번지 2호 지상1층 ,29.75,  02- 548-9213,2007-06-19,6108,135-830,2004-12-28,한식
일반음식점,2000-03-28,프렌즈,서울특별시 강남구 도곡로 516 (대치동 삼성상가 지하1층 3호),서울특별시 강남구 대치동 990번지 0호 삼성상가 지하1층 3호 ,39.6,  02- 563-2666,2004-11-15,6282,135-501,2000-03-28,경양식
일반음식점,2000-03-29,이십일,서울특별시 강남구 삼성로84길 32 (대치동 지하1층),서울특별시 강남구 대치동 956번지 21호 지하1층 ,127,  02- 568-0858,2014-02-03,6184,135-847,2000-03-29,경양식
일반음식점,2000-03-30,더와인바,서울특별시 강남구 도산대로55길 45 (청담동 101호),서울특별시 강남구 청담동 84번지 24호 101호 ,111.18,  02-3411-4417,2008-03-27,6014,135-954,2000-03-30,경양식
일반음식점,2000-03-30,휴,서울특별시 강남구 도산대로55길 5 (청담동),서울특별시 강남구 청담동 86번지 4호  ,193.46,  02- 540-3812,2008-03-11,6014,135-954,2000-03-30,경양식
일반음식점,2000-04-01,뽕신 강남점,서울특별시 강남구 강남대로102길 15 (역삼동),서울특별시 강남구 역삼동 813번지 12호  ,141.74,  02- 508-3537,2013-03-22,6123,135-931,2000-04-01,경양식
일반음식점,2000-04-06,이자카야 인 뉴욕,서울특별시 강남구 도산대로51길 18 (신사동 지상1층),서울특별시 강남구 신사동 654번지 14호 지상1층 ,47.66,010 -5556-8700,2010-06-24,6019,135-897,2000-04-06,한식
일반음식점,2000-04-07,강남설렁탕,서울특별시 강남구 학동로2길 13 (논현동),서울특별시 강남구 논현동 141번지 4호  ,124.99,  02- 514-6375,2002-05-15,6110,135-822,2000-04-07,한식
일반음식점,2000-04-08,통돼지 두루치기 김치찌개,서울특별시 강남구 강남대로62길 28  지상1층 (역삼동),서울특별시 강남구 역삼동 839번지 3호 지상1층 ,90,  02- 555-3926,2014-09-24,6254,135-935,2000-04-08,한식
일반음식점,2000-04-10,샘,서울특별시 강남구 봉은사로30길 62 (역삼동),서울특별시 강남구 역삼동 668번지 8호  ,99,  02- 539-2486,2002-08-20,6140,135-914,2000-04-10,경양식
일반음식점,2000-04-11,안방,서울특별시 강남구 학동로41길 14 (논현동),서울특별시 강남구 논현동 114번지 13호  ,89.2,  02- 517-2920,2016-10-04,6058,135-821,2000-04-11,중국식
일반음식점,2000-04-12,오징어청춘,서울특별시 강남구 압구정로2길 62 (신사동),서울특별시 강남구 신사동 512번지 10호  ,82,  02- 518-4229,2016-07-28,6035,135-887,2000-04-12,한식
일반음식점,2000-04-14,돈정,서울특별시 강남구 테헤란로25길 15 (역삼동 지하1층),서울특별시 강남구 역삼동 644번지 9호 지하1층 ,52.64,  02- 538-1959,2005-10-06,6131,135-910,2000-04-14,한식
일반음식점,2000-04-14,우리집,서울특별시 강남구 언주로 21  지하1층 (개포동  개포시영아파트 상가),서울특별시 강남구 개포동 656번지  ,19.8,010 -9048-3397,2015-08-20,6310,135-808,2000-04-14,분식
일반음식점,2000-04-15,장서는 날,서울특별시 강남구 강남대로78길 35 (역삼동),서울특별시 강남구 역삼동 827번지 68호  ,422.09,  02- 561-6658,2016-11-25,6240,135-935,2000-04-15,한식
일반음식점,2000-04-15,쟌슨빌 부대찌개 삼성본점,서울특별시 강남구 테헤란로81길 46  1 2층 (삼성동),서울특별시 강남구 삼성동 152번지 51호  ,168.3,  02- 362-3615,2016-02-25,6166,135-878,2016-02-25,경양식
일반음식점,2000-04-17,아름식당,서울특별시 강남구 봉은사로69길 30 (삼성동),서울특별시 강남구 삼성동 47번지 0호  ,24.7,  02- 515-3861,2011-04-11,6096,135-868,2000-04-17,분식
일반음식점,2000-04-18,해초록,서울특별시 강남구 영동대로 336  지상1 2층 (대치동),서울특별시 강남구 대치동 1006번지 18호 1 2층 ,318.78,  02- 562-9980,2011-12-23,6177,135-851,2000-04-18,일식
일반음식점,2000-04-18,비틀즈,서울특별시 강남구 학동로44길 6  지하1층 (논현동),서울특별시 강남구 논현동 238번지 14호 지하1층 ,107.52,010 -5475-2788,2012-02-08,6098,135-830,2000-04-18,경양식
일반음식점,2000-04-21,홍씨네 식탁,서울특별시 강남구 선릉로127길 5 (논현동),서울특별시 강남구 논현동 242번지 47호  ,45.79,  02- 545-2847,2015-04-03,6099,135-830,2000-04-21,한식
일반음식점,2000-04-21,또와 포차,서울특별시 강남구 일원로9길 52 (일원동),서울특별시 강남구 일원동 645번지 2호  ,42.97,010 -8845-8501,2013-11-18,6342,135-945,2000-04-21,통닭(치킨)
일반음식점,2000-04-25,시카고,서울특별시 강남구 논현로71길 5 (역삼동),서울특별시 강남구 역삼동 797번지 1호  ,104.7,  02- 538-5574,2016-03-16,6248,135-930,2000-04-25,경양식
일반음식점,2000-04-25,묵호등대,서울특별시 강남구 테헤란로20길 13 (역삼동),서울특별시 강남구 역삼동 736번지 21호  ,110,010 -3768-3319,2013-08-08,6236,135-924,2000-04-25,경양식
일반음식점,2000-04-25,지,서울특별시 강남구 압구정로 114 (신사동),서울특별시 강남구 신사동 529번지 2호  ,153.72,  02- 517-2550,2005-08-10,6028,135-888,2000-04-25,한식
일반음식점,2000-04-26,돈수백,서울특별시 강남구 강남대로110길 13 (역삼동 지상1층),서울특별시 강남구 역삼동 601번지 12호 지상1층 ,85,  02- 555-4355,2013-02-28,6123,135-907,2000-04-26,경양식
일반음식점,2000-04-26,양재포장마차,서울특별시 강남구 남부순환로 2629 (도곡동 외1필지),서울특별시 강남구 도곡동 959번지 27호 외1필지 ,80,  02- 597-1467,2013-05-28,6268,135-861,2000-04-26,일식
일반음식점,2000-04-26,(주)아이포그코리아(팬케이크스퀘어),서울특별시 강남구 논현로175길 18 (신사동 태암빌딩1층),서울특별시 강남구 신사동 579번지 6호 태암빌딩1층 ,50.23,  02- 477-2977,2008-03-21,6030,135-892,2000-04-26,한식
일반음식점,2000-04-27,개성족발,서울특별시 강남구 삼성로72길 51 (대치동),서울특별시 강남구 대치동 978번지 6호  ,19.8,  02- 547-5567,2010-05-06,6190,135-842,2000-04-27,한식
일반음식점,2000-04-27,란향,서울특별시 강남구 언주로 405 (역삼동),서울특별시 강남구 역삼동 730번지 5호  ,93,  02-3452-3039,2011-09-20,6225,135-921,2000-04-27,중국식
일반음식점,2000-05-01,춘천닭갈비,서울특별시 강남구 논현로12길 19-7 (개포동 지상1층),서울특별시 강남구 개포동 1196번지 1호 지상1층 ,85,  02- 578-4464,2014-04-09,6312,135-962,2000-05-01,한식
일반음식점,2000-05-03,원조마포소금구이,서울특별시 강남구 학동로77길 50 (청담동),서울특별시 강남구 청담동 9번지 12호  ,21.73,0103-1729-944,2013-10-02,6067,135-949,2000-05-03,한식
일반음식점,2000-05-06,오므토토마토, ,서울특별시 강남구 삼성동 159번지 9호 T4 ,139.26,  02- 575-5223,2005-11-11, ,135-090,2000-05-06,경양식
일반음식점,2000-05-06,소노야,서울특별시 강남구 영동대로 513  L106호 (삼성동  코엑스몰),서울특별시 강남구 삼성동 159번지 0호 코엑스몰 L106호,48.64,  02-6002-6462,2000-05-06,6164,135-090,2014-02-04,분식
일반음식점,2000-05-08,한솥도시락,서울특별시 강남구 역삼로 211  101동 (역삼동 1층),서울특별시 강남구 역삼동 734번지 23호 1층 101동 ,29.04,  02- 566-3772,2014-11-24,6224,135-514,2000-05-08,분식
일반음식점,2000-05-08,한방 정통삼계탕,서울특별시 강남구 논현로 428 (역삼동 지상1층),서울특별시 강남구 역삼동 726번지 15호 지상1층 ,112,  02- 554-7266,2005-11-22,6223,135-921,2000-05-08,한식
일반음식점,2000-05-09,청킹루메이, ,서울특별시 강남구 삼성동 159번지 9호 (매장번호O6) ,121.44,  02-6002-5151,2000-05-09, ,135-090,2000-05-09,중국식
일반음식점,2000-05-10,우동이야기,서울특별시 강남구 영동대로 511 (삼성동 (매장번호C8)),서울특별시 강남구 삼성동 159번지 1호 (매장번호C8) ,47.25,  02-6002-6625,2000-05-10,6164,135-090,2000-05-10,분식
일반음식점,2000-05-10,크라제인터내셔날(주)아셈점, ,서울특별시 강남구 삼성동 159번지 9호 T9 ,81.18,  02-7111-6261,2008-01-07, ,135-090,2000-05-10,패스트푸드
일반음식점,2000-05-10,안동찜닭 해물떡찜,서울특별시 강남구 영동대로 513  지하1층 M109호 (삼성동  B1 코엑스몰),서울특별시 강남구 삼성동 159번지 지하1층 ,66.36,  02-6002-6447,2000-05-10,6164,135-090,2014-03-03,한식
일반음식점,2000-05-10,코크인,서울특별시 강남구 언주로150길 45 (논현동 지하1층),서울특별시 강남구 논현동 93번지 12호 지하1층 ,129.6,02  -501 -9428,2017-03-29,6055,135-819,2000-05-10,경양식
일반음식점,2000-05-12,볼레오,서울특별시 강남구 언주로152길 13 (신사동),서울특별시 강남구 신사동 631번지 20호  ,125.1,  02- 000-0000,2009-01-05,6021,135-895,2000-05-12,경양식
일반음식점,2000-05-12,모박사부대찌개,서울특별시 강남구 영동대로 513  엠101호 (삼성동  기존컨벤션센타 코엑스몰),서울특별시 강남구 삼성동 159번지 0호 기존컨벤션센타 코엑스몰 엠101호,131.05,  02-6002-6127,2008-12-12,6164,135-090,2014-03-28,분식
일반음식점,2000-05-12,신포우리만두코엑스점,서울특별시 강남구 영동대로 511 (삼성동 (매장번호C6)),서울특별시 강남구 삼성동 159번지 1호 (매장번호C6) ,47.25,  02-6002-6263,2000-05-12,6164,135-090,2000-05-12,한식
일반음식점,2000-05-12,옛날칼국수, ,서울특별시 강남구 삼성동 159번지 9호 (매장번호AF12) ,54.45,  02- 536-0220,2000-05-12, ,135-090,2000-05-12,분식
일반음식점,2000-05-12,재동,서울특별시 강남구 영동대로 513  지하1층 O-107호 (삼성동  코엑스몰),서울특별시 강남구 삼성동 159번지 지하1층 ,74.21,  02-6002-6642,2000-05-12,6164,135-090,2014-04-10,한식
일반음식점,2000-05-13,이모네,서울특별시 강남구 도산대로 446 (청담동 경원하이츠텔106),서울특별시 강남구 청담동 5번지 0호 경원하이츠텔106 ,42.93,  02- 544-9263,2014-01-08,6062,135-948,2000-05-13,한식
일반음식점,2000-05-13,홍콩반점 0410 플러스 선릉점,서울특별시 강남구 선릉로86길 42 (대치동 지상2층),서울특별시 강남구 대치동 896번지 36호 지상2층 ,156.73,  02-3453-0806,2009-10-20,6197,135-840,2003-04-30,경양식
일반음식점,2000-05-15,영동생고기숯불구이,서울특별시 강남구 학동로 114 (논현동 지상1층),서울특별시 강남구 논현동 122번지 2호 지상1층 ,30.36,  02- 548-9809,2001-05-02,6110,135-822,2000-05-15,한식
일반음식점,2000-05-16,세븐티 포,서울특별시 강남구 선릉로158길 15 (청담동),서울특별시 강남구 청담동 83번지 20호  ,324,  02-    -    ,2003-09-19,6014,135-954,2000-05-16,경양식
일반음식점,2000-05-16,써브웨이,서울특별시 강남구 남부순환로 2611 (도곡동 지상1층),서울특별시 강남구 도곡동 957번지 13호 지상1층 ,66,  02- 571-0282,2012-07-09,6267,135-860,2000-05-16,분식
일반음식점,2000-05-18,팔일삼 두번째이야기,서울특별시 강남구 강남대로152길 34  1층 (신사동),서울특별시 강남구 신사동 514번지 8호 1층 ,74,  02- 517-4242,2011-11-10,6035,135-887,2000-05-18,경양식
일반음식점,2000-05-18,문어랑 상록점,서울특별시 강남구 봉은사로44길 64  지상1층 (역삼동),서울특별시 강남구 역삼동 699번지  ,72.6,  02- 566-2692,2015-03-26,6147,135-917,2000-05-18,한식
일반음식점,2000-05-18,캘리포니아치킨,서울특별시 강남구 압구정로4길 12 (신사동),서울특별시 강남구 신사동 526번지 1호  ,49.5,  02- 517-0244,2013-10-28,6027,135-888,2000-05-18,경양식
일반음식점,2000-05-19,봉순,서울특별시 강남구 봉은사로72길 4 (삼성동),서울특별시 강남구 삼성동 115번지 29호  ,133.41,  02- 566-8522,2016-11-15,6154,135-509,2000-05-19,한식
